time_of_day,proc_time_ms
21:31:28.192,0.4
21:31:30.565,0.44
21:31:39.289,4.6
21:31:51.322,0.46
21:31:55.790,0.37
21:32:03.872,7.19
21:32:14.670,0.4
21:32:23.836,0.58
21:32:37.712,0.4
21:32:42.537,0.44
21:32:45.540,0.42
21:32:59.844,0.43
21:33:42.067,0.45
21:33:50.244,3.63
21:34:04.698,0.58
21:34:41.013,0.74
21:34:53.973,0.69
21:35:02.816,6.58
21:35:10.976,0.43
21:35:11.021,0.49
21:35:13.014,0.46
21:35:34.944,0.42
21:35:53.090,0.42
21:37:20.222,3.36
21:37:21.364,3.27
22:35:46.087,0.73
22:35:52.457,0.39
22:36:04.646,0.39
22:36:14.955,0.51
22:36:23.484,0.4
23:28:02.345,1.07
23:28:08.535,0.8
23:28:24.716,0.69
23:28:32.453,0.65
23:38:29.769,0.67
23:38:35.604,0.68
23:39:07.065,0.66
23:39:12.859,0.65
23:39:44.492,0.66
23:39:52.665,0.7
23:40:10.912,0.69
23:40:15.413,0.65
23:44:58.044,0.56
23:45:02.918,0.4
23:45:08.500,0.47
00:23:03.026,0.93
00:23:23.443,0.69
00:27:01.505,0.7
00:27:14.614,0.65
00:27:29.110,0.65
00:27:47.220,0.66
00:27:59.260,0.67
00:28:08.869,0.7
00:28:13.905,0.64
00:29:52.421,0.7
00:29:59.248,0.68
00:30:10.272,0.68
00:30:14.509,0.79
00:30:29.878,0.68
00:30:39.782,0.69
00:30:45.729,0.67
00:30:52.984,0.71
01:31:53.683,0.97
01:31:54.745,0.65
01:31:56.092,0.99
01:32:28.837,0.67
01:53:30.981,0.67
01:55:26.749,0.68
01:55:33.518,0.46
01:55:35.604,0.47
01:55:43.886,0.61
01:55:53.341,0.45
01:55:54.835,0.46
01:56:06.800,0.5
01:56:08.599,0.54
01:56:11.894,0.47
01:56:13.768,0.47
01:56:15.853,0.45
01:56:25.308,0.49
01:56:26.730,0.46
01:56:28.340,0.46
01:56:34.364,0.46
01:56:37.743,0.45
01:56:43.648,0.47
01:56:50.908,0.46
01:56:57.231,0.48
01:56:58.666,0.53
02:13:10.370,0.84
02:13:15.220,0.75
02:55:32.045,4.37
02:55:44.696,0.42
02:55:54.543,0.41
02:56:32.901,0.42
02:56:41.874,0.39
02:56:52.867,7.45
02:57:10.000,0.47
02:58:02.456,1.1
02:58:43.939,0.93
02:58:56.278,3.58
02:59:02.832,0.38
03:16:14.184,0.53
03:16:19.297,5.31
03:16:24.735,1.07
03:17:15.496,2.47
03:17:21.438,4.19
03:17:24.097,0.88
03:17:25.509,0.94
03:17:33.232,0.82
03:18:35.039,2.42
03:18:48.090,2.83
03:19:06.113,0.69
03:20:30.209,0.6
03:20:52.763,0.4
03:23:48.589,0.91
03:52:07.753,0.53
03:52:20.101,0.87
03:52:22.011,0.53
03:52:36.586,0.51
03:52:38.441,0.56
03:52:49.167,0.48
03:52:51.433,0.5
03:52:57.381,0.5
03:52:59.233,0.5
03:53:05.522,0.49
04:27:05.482,0.64
04:27:07.274,0.89
04:27:13.954,0.53
04:27:26.729,0.56
04:27:32.771,0.53
04:48:03.829,0.64
05:32:05.013,4.59
05:32:57.001,0.84
05:33:16.508,0.97
05:33:45.846,1.42
05:33:55.289,2.06
05:34:09.451,1.55
05:34:19.468,1.81
05:34:34.817,1.81
05:35:04.389,2.38
05:35:11.174,1.93
05:35:59.791,1.62
05:36:07.708,1.46
05:36:17.091,1.53
05:36:37.678,1
06:24:54.331,0.68
06:25:04.894,0.43
06:25:07.768,0.58
06:25:10.011,0.54
06:35:18.362,0.81
06:35:24.836,0.52
06:35:26.880,0.51
06:35:28.303,0.55
06:35:30.345,0.49
06:35:33.109,0.53
06:35:39.812,0.54
06:35:45.636,0.54
06:35:48.381,0.55
06:35:49.979,0.54
06:35:51.489,0.52
06:35:56.103,0.48
06:36:00.922,0.5
07:40:44.972,1.57
07:41:04.155,0.81
08:34:42.695,0.49
08:34:43.718,0.44
08:34:46.287,0.48
08:34:47.379,3.99
09:39:22.050,1.2
09:50:01.820,22.86
10:17:00.618,0.77
10:17:12.640,0.57
10:17:15.234,4.94
10:17:22.646,0.41
10:17:25.470,0.41
10:17:27.536,0.65
10:17:34.078,0.56
10:17:35.896,0.39
10:17:37.280,0.4
10:17:38.328,0.39
10:17:39.686,0.41
10:32:57.812,1.03
10:40:35.165,1.02
10:41:39.689,0.87
10:45:08.288,0.77
10:45:39.156,0.79
10:45:46.212,0.76
10:46:27.602,1.04
10:46:42.260,0.79
11:38:11.757,0.69
11:38:16.897,7.3
11:38:18.549,3.81
11:38:28.421,0.43
11:38:36.463,0.44
11:38:38.737,6.83
11:38:41.104,9.55
11:40:22.092,0.43
11:40:34.625,0.4
11:40:37.553,0.41
11:40:44.093,0.44
11:40:53.019,5.46
11:40:53.821,3.64
11:41:04.997,0.44
11:41:14.194,2.82
11:41:22.638,2.28
11:52:56.386,0.68
11:54:05.945,1.55
11:54:19.132,0.48
12:10:10.758,0.81
12:10:15.927,0.74
12:10:51.717,7.76
12:11:19.068,0.52
12:12:01.348,0.41
12:12:19.430,0.46
12:48:13.080,0.81
12:48:21.944,0.69
12:49:02.375,0.72
12:49:19.535,0.69
12:50:30.056,0.79
12:54:10.655,0.45
12:54:33.987,5.3
12:54:35.920,10.28
12:54:39.712,0.41
12:54:45.521,0.41
12:54:53.162,0.43
12:57:41.805,0.56
12:57:48.403,0.58
12:57:57.679,0.46
13:12:02.846,0.76
13:20:19.299,3
13:20:36.277,0.89
13:21:43.838,20.54
13:21:56.195,2.73
13:21:58.537,6.32
13:22:01.100,2.58
13:22:02.267,3.75
13:22:06.998,1.6
13:22:08.445,2.44
13:22:10.704,1.54
13:22:12.582,1.47
13:22:13.556,1.91
13:22:14.674,2.1
13:22:15.715,1.68
13:22:16.563,1.31
13:22:17.257,1.58
13:22:31.544,2.56
13:22:39.422,1.42
13:22:42.131,1.85
13:22:46.235,1.27
13:23:06.037,0.82
13:23:19.071,115.36
13:23:24.413,1.03
13:23:29.805,8.41
13:23:35.322,0.6
13:23:37.801,0.76
13:24:21.186,0.63
13:24:21.930,0.82
13:24:23.528,0.75
13:24:26.951,0.64
13:24:29.763,0.75
13:24:54.636,5.83
13:24:57.586,3.5
13:25:01.733,1.18
13:25:03.534,2.18
13:25:05.037,0.77
13:25:17.033,0.75
13:25:23.034,1
13:25:30.897,3.43
13:25:32.977,3.25
13:25:34.503,0.51
13:25:42.177,2.98
13:25:43.758,3.42
13:25:45.238,0.77
13:25:48.089,3.4
13:25:52.809,3.31
13:25:54.740,0.77
13:26:17.488,4.78
13:26:19.661,3.11
13:26:21.908,3.37
13:26:24.496,3.03
13:26:26.407,3.1
13:26:27.923,0.6
13:26:32.192,3.07
13:26:33.865,3.89
13:26:37.879,3.85
13:26:40.083,5.91
13:26:40.961,0.63
13:33:27.257,1.47
13:33:30.407,0.68
13:33:31.287,3.15
13:33:42.000,0.81
13:33:43.067,1.26
13:33:45.881,0.84
13:33:46.500,0.64
13:33:48.240,1.1
13:33:48.819,1.41
13:34:10.791,0.56
13:34:12.620,0.59
13:34:44.932,0.57
13:34:46.629,0.7
13:34:48.697,0.91
13:34:51.366,0.59
13:34:56.792,0.47
13:34:57.414,0.73
13:34:58.366,0.62
13:44:46.270,5.93
13:44:50.142,3.07
13:44:52.090,0.55
13:44:53.298,2.4
13:44:55.739,0.87
13:45:10.517,3.17
13:45:12.068,5.52
13:45:13.656,0.44
13:45:15.526,0.42
13:49:09.004,0.61
13:49:09.633,0.64
13:49:10.374,0.64
13:49:11.600,0.55
13:49:15.605,0.55
13:49:21.066,0.59
13:49:22.318,0.75
13:49:26.319,0.58
13:49:34.532,0.55
13:49:38.614,0.88
13:49:40.711,0.78
13:49:42.321,0.64
13:49:50.040,0.49
13:49:51.271,0.62
13:49:53.082,0.47
13:49:55.628,0.65
13:50:08.608,0.65
13:50:10.978,0.41
13:50:11.919,0.59
13:50:12.930,0.59
13:50:13.912,0.55
13:50:15.118,0.52
13:50:15.668,0.63
13:50:16.269,0.59
13:50:18.729,5.44
13:50:22.068,18.3
13:50:23.904,0.88
13:50:27.256,0.92
13:50:29.099,0.78
13:50:31.214,0.7
13:50:33.525,0.73
13:50:36.221,0.69
13:50:39.093,0.65
13:50:42.111,1.43
13:50:43.667,0.66
13:50:46.827,0.87
13:50:49.899,0.65
13:50:51.757,1.18
13:50:54.625,1.05
13:50:56.435,0.88
13:50:58.535,0.68
13:51:02.802,0.62
13:51:04.855,0.62
13:51:08.399,0.73
13:51:10.950,0.67
13:51:34.428,0.75
13:54:49.595,7.47
13:54:57.369,0.4
13:55:03.518,13.74
13:55:14.343,0.37
13:56:16.249,1.59
13:56:20.348,0.84
13:56:28.331,1.61
13:57:07.661,0.62
13:57:42.834,0.59
14:30:56.707,4.04
14:30:58.138,5.97
14:31:02.712,0.66
14:31:04.402,0.69
14:31:07.806,2.33
14:31:17.643,1.08
14:31:18.423,1.87
14:37:58.344,0.77
14:42:19.385,0.83
14:49:24.012,0.69
14:49:38.879,0.75
14:58:02.380,0.66
14:58:06.311,0.7
14:58:23.733,0.47
15:03:21.776,0.52
15:03:24.518,0.58
15:03:25.921,1.84
15:03:28.172,0.79
15:13:42.746,6.16
15:13:54.322,2.09
15:14:00.660,0.43
15:14:18.728,0.53
15:14:19.660,0.48
15:14:27.761,0.57
15:14:57.152,5.54
15:14:59.240,2.91
15:15:02.794,0.37
15:15:06.710,2.98
15:15:08.006,5.89
15:16:41.628,0.54
15:19:24.315,0.73
15:19:57.811,0.67
15:20:03.008,0.5
15:20:14.405,0.44
15:20:21.337,0.45
15:20:42.975,0.41
15:20:56.819,0.42
15:21:03.730,0.41
15:21:07.155,0.4
15:21:30.648,0.41
15:21:48.791,0.61
15:21:54.659,0.49
15:22:03.241,0.62
15:22:11.176,0.64
15:22:25.926,1.01
15:22:58.181,1.14
15:23:10.088,0.44
15:23:15.700,0.39
15:23:23.237,0.45
15:23:41.676,0.49
15:23:47.852,0.6
15:23:51.028,0.48
15:23:59.841,0.53
15:24:13.588,0.42
15:24:15.444,0.45
15:24:19.208,0.44
15:24:24.674,0.45
15:24:39.653,0.44
15:24:42.386,0.46
15:24:44.840,0.44
15:24:50.871,0.42
15:25:55.536,0.4
15:25:56.161,0.42
15:26:02.580,0.51
15:36:13.853,1.99
15:36:17.814,0.75
15:36:19.265,0.76
15:36:21.203,0.75
15:36:25.162,0.58
15:39:07.458,1.76
15:39:08.017,0.73
15:39:08.831,0.73
16:08:51.064,0.55
16:08:57.581,0.4
16:08:59.244,0.4
16:10:57.770,0.46
16:10:59.439,1.68
16:11:11.080,0.53
16:11:34.231,2.3
16:11:35.582,1.83
16:11:37.065,0.89
16:11:38.047,0.81
16:11:42.361,0.71
16:11:51.729,1.42
16:11:54.409,2.23
16:12:02.111,1.42
16:12:08.157,0.63
16:14:17.069,3.33
16:14:19.809,2.89
16:14:21.140,1.54
16:24:04.971,0.56
16:24:18.311,0.43
16:24:22.302,0.45
16:24:24.358,3.16
16:24:29.497,0.43
16:24:32.325,0.61
16:24:37.730,2.91
16:24:57.067,2.95
16:24:59.093,2.85
16:30:44.700,0.43
16:30:46.400,0.34
16:30:46.976,0.34
16:30:47.493,0.36
16:30:48.348,0.32
16:30:50.044,0.38
16:30:51.194,0.32
16:34:46.304,0.54
16:34:48.477,0.4
16:34:52.417,5.5
16:34:55.440,2.91
16:35:14.373,0.33
16:35:16.822,0.32
16:35:18.166,0.34
16:35:26.819,0.32
16:35:29.797,0.32
16:35:30.997,0.47
16:35:48.846,0.34
16:35:58.943,0.76
16:36:06.327,0.53
16:36:15.364,0.58
16:36:22.091,0.6
16:36:23.914,0.54
16:36:27.613,0.46
16:36:32.173,0.56
16:36:36.069,0.86
16:36:41.806,0.31
16:36:43.161,0.3
16:36:44.978,0.3
16:36:46.040,0.35
16:36:47.857,0.48
16:36:49.933,0.31
16:36:51.411,0.39
16:36:54.982,0.3
16:36:58.606,0.3
16:37:02.374,0.3
16:37:08.024,0.31
16:37:11.154,0.3
16:37:17.301,0.33
16:37:20.016,0.28
16:37:21.218,0.28
16:37:22.539,0.33
16:37:23.796,0.43
16:37:24.805,0.31
16:37:30.455,0.3
16:37:34.275,0.28
16:37:37.694,0.3
16:37:38.802,0.31
16:37:39.812,0.32
16:37:40.670,0.34
16:37:41.626,0.29
16:37:42.388,0.29
16:37:43.354,0.3
16:37:44.640,0.33
16:37:46.167,0.27
16:37:47.060,0.29
16:37:47.832,0.28
16:37:49.894,0.32
16:37:50.772,0.3
16:37:51.521,0.29
16:37:52.213,0.3
16:37:52.925,0.29
16:37:53.575,0.3
16:37:54.369,0.32
16:37:58.676,0.31
16:38:01.692,0.3
16:41:41.074,0.35
16:54:10.778,0.3
16:54:21.670,0.3
16:54:25.303,0.32
16:54:28.510,0.31
16:54:33.817,0.36
16:54:58.759,0.45
16:56:01.339,1.58
16:56:21.028,0.88
16:56:27.370,0.89
16:56:42.494,7.93
16:56:53.022,1.81
17:05:04.944,0.5
17:19:56.377,0.54
17:22:53.734,0.43
17:22:56.747,0.42
17:23:00.611,0.42
17:23:13.727,0.58
18:10:42.118,0.48
18:52:47.267,0.5
19:15:11.922,0.35
19:15:12.419,0.33
19:15:12.967,0.39
19:15:13.521,0.41
19:15:15.185,0.44
19:15:16.235,0.43
19:15:22.160,3.72
19:15:23.128,3.83
19:22:20.708,0.52
19:22:22.807,0.42
19:22:23.705,0.91
19:22:26.080,0.43
19:22:27.178,0.46
19:22:30.434,0.48
19:25:35.866,0.43
19:25:43.205,2.93
19:25:46.255,5.92
19:27:48.767,0.39
19:50:04.866,0.47
19:50:28.195,0.44
19:50:29.708,0.3
19:50:34.613,0.33
19:51:12.492,0.35
19:52:33.144,0.36
19:53:30.903,3.46
19:53:33.186,2.86
19:54:23.091,0.33
19:54:58.265,1.88
19:55:02.675,0.34
19:56:03.650,1.11
19:56:22.650,0.93
19:56:51.296,0.42
19:57:45.624,0.53
19:58:37.795,0.59
19:59:09.792,0.47
19:59:13.163,0.49
19:59:18.757,0.49
19:59:20.021,0.8
19:59:21.799,0.43
19:59:25.638,0.57
19:59:29.245,0.41
19:59:30.378,0.44
19:59:35.673,0.63
20:02:00.405,0.54
20:02:05.213,0.44
20:02:08.445,0.95
20:02:09.354,0.31
20:02:09.430,0.44
20:02:11.081,0.42
20:02:12.225,0.42
20:02:15.285,0.4
20:02:16.364,0.39
20:02:20.152,6.42
20:02:22.642,2.92
20:02:55.607,0.44
20:03:18.117,0.42
20:03:26.342,0.44
20:03:27.020,0.93
20:03:27.795,0.27
20:03:31.026,0.42
20:03:32.356,0.33
20:03:32.895,0.25
20:03:38.186,0.3
20:03:38.432,0.24
20:03:39.088,0.24
20:03:49.628,0.32
20:04:14.215,0.26
20:04:33.011,0.26
20:04:37.870,0.27
20:04:45.328,2.61
20:04:46.616,5.25
20:05:24.120,0.42
20:05:55.552,5.23
20:05:57.650,2.36
20:06:11.533,0.28
20:07:17.562,0.28
20:10:29.262,0.3
20:10:41.046,0.44
20:10:50.134,0.27
20:11:24.490,0.25
20:11:41.324,0.28
20:11:47.736,2.61
20:11:52.543,5.29
20:12:06.683,0.45
20:12:07.608,1.91
20:12:09.345,0.41
20:12:11.499,0.53
20:12:12.331,0.59
20:12:44.903,0.46
20:12:45.479,0.52
20:13:09.475,0.43
20:13:10.258,0.51
20:13:11.081,0.54
20:13:12.513,0.42
20:13:13.427,0.55
20:13:16.766,7.99
20:13:20.194,0.54
20:13:23.450,0.53
20:13:23.958,0.51
20:13:25.639,0.85
20:13:28.682,0.49
20:13:29.530,0.56
20:13:30.893,0.62
20:14:19.050,0.43
20:14:39.003,0.43
20:14:40.055,0.62
20:14:40.897,0.7
20:15:29.799,0.43
20:16:41.169,0.43
20:19:05.072,0.74
20:20:13.616,2.51
20:20:15.570,2.54
20:21:41.781,2.4
20:21:55.979,0.29
20:22:03.874,0.28
20:22:06.193,0.28
20:22:08.033,0.33
20:22:09.520,0.28
20:22:21.773,0.3
20:22:23.247,0.38
20:22:23.768,0.28
20:22:24.171,0.28
20:22:24.745,0.32
20:22:26.461,0.29
20:22:27.227,0.29
20:22:30.065,1.7
20:22:33.311,0.44
20:23:03.540,5.23
20:23:07.811,6.77
20:23:13.760,0.56
20:23:26.814,0.54
20:24:42.637,0.33
20:24:45.519,3.07
20:24:46.841,2.96
20:24:47.086,0.27
20:24:54.313,0.56
20:25:12.953,0.23
20:25:18.575,0.42
20:27:11.600,0.3
20:27:26.885,0.32
20:27:34.578,0.36
20:27:37.062,0.25
20:27:43.800,0.3
20:27:52.773,2.63
20:27:55.406,2.97
20:27:58.023,2.88
20:28:00.657,2.63
20:28:02.427,0.51
20:28:09.514,0.31
20:29:17.494,0.4
20:29:20.480,0.27
20:29:31.053,0.3
20:29:45.176,0.3
20:29:52.229,0.3
20:35:49.440,0.61
20:35:56.196,6.87
20:35:57.476,0.32
20:35:57.723,0.36
20:35:59.783,0.31
20:36:00.410,0.36
20:36:00.493,0.37
20:36:01.562,0.33
20:36:02.187,0.31
20:36:02.934,0.3
20:36:03.686,0.35
20:36:16.773,0.3
20:36:28.073,0.32
20:36:35.438,0.31
20:36:38.404,0.4
20:36:40.108,0.28
20:36:42.679,0.28
20:38:05.808,1.61
20:38:25.332,1.07
20:38:36.195,6.68
20:38:46.057,1.46
20:38:55.647,0.42
20:39:10.955,1.47
20:39:36.029,0.4
20:39:40.346,4.91
20:40:28.420,2.58
20:40:30.577,3.11
20:40:41.005,4.2
20:40:47.640,5.74
20:40:55.054,9.67
20:41:31.811,12.56
20:41:51.401,1.01
20:42:44.718,3.21
20:45:24.231,2.94
20:45:26.049,2
20:45:27.493,0.87
20:48:13.661,2.84
20:48:21.651,3.04
20:48:23.567,0.45
20:48:46.864,0.45
21:09:53.453,3.2
21:09:57.082,2.72
21:09:59.051,2.51
21:12:10.905,2.48
21:12:13.309,2.53
21:12:14.901,1.82
21:13:17.269,2.46
21:13:20.301,2.57
21:13:28.284,2.44
21:13:30.054,2.7
21:13:34.786,0.36
21:13:54.091,1.43
21:14:17.534,0.48
21:14:35.088,0.53
21:14:44.617,0.51
21:15:14.434,0.75
21:16:48.001,0.56
21:16:51.668,0.54
21:16:58.653,0.54
21:17:14.281,0.5
21:17:17.385,0.53
21:17:45.870,0.53
21:18:02.474,0.63
21:22:46.061,2.64
21:23:01.036,2.83
21:23:03.031,2.65
21:23:09.308,0.42
21:23:52.112,0.49
21:24:04.178,0.43
21:50:28.751,1.26
21:50:58.550,0.78
21:51:30.417,0.64
21:51:43.304,0.72
21:52:19.370,0.67
21:55:23.391,0.71
21:55:32.888,0.63
21:57:35.147,0.69
21:57:56.025,0.65
21:58:03.290,1.06
21:58:52.621,1.7
22:00:00.586,0.98
22:00:07.466,0.63
22:00:17.153,0.66
22:00:30.990,0.81
22:00:51.977,0.67
22:01:00.401,0.66
22:01:07.288,0.66
22:01:40.874,0.65
22:02:05.834,0.65
22:02:58.368,0.69
22:06:24.333,0.88
22:07:40.627,0.66
22:07:41.888,0.65
22:07:43.899,0.66
22:08:18.820,0.64
22:08:20.479,0.71
22:08:31.731,0.69
22:08:40.150,0.66
22:09:17.607,0.66
23:15:41.134,0.9
01:52:43.371,0.96
01:52:55.306,0.41
01:53:03.985,0.39
01:53:05.657,0.37
01:53:13.621,0.35
01:53:15.669,0.37
01:53:21.344,0.36
01:53:30.203,0.38
01:53:35.043,0.38
01:53:37.309,0.36
01:53:51.395,0.4
01:53:52.015,0.41
04:03:16.126,0.69
04:11:25.706,0.37
04:11:55.737,4.24
04:12:07.076,0.34
04:12:12.274,6.38
04:12:14.702,0.34
04:12:17.775,0.33
04:12:20.734,0.37
04:12:24.137,5.1
04:12:38.813,0.34
04:12:40.935,6.4
04:12:53.591,0.35
04:12:59.463,0.57
04:13:02.841,0.33
04:13:10.714,0.46
04:13:14.411,3.48
04:13:17.272,6.48
04:13:41.490,0.34
04:13:48.524,3.61
04:13:52.444,6.53
04:14:07.982,0.35
04:14:10.561,5.12
04:14:12.381,0.32
04:14:14.518,6.29
04:14:16.014,0.38
04:14:18.578,3.65
04:14:33.218,0.33
04:14:48.020,0.33
04:14:50.387,6.2
04:15:08.266,0.37
04:15:17.243,0.33
04:15:34.183,0.78
04:15:37.782,0.47
04:15:56.247,0.53
04:16:29.779,0.35
04:16:31.771,0.35
04:16:47.856,3.15
04:16:50.168,0.47
04:18:25.898,1.76
04:18:36.736,2.71
05:37:03.790,3.53
05:37:06.818,3.14
05:48:00.110,1.11
05:48:07.881,0.73
05:48:16.035,0.78
05:50:37.429,0.85
05:50:50.142,0.74
05:50:51.862,0.72
05:50:57.567,0.73
05:50:59.226,0.74
05:51:11.406,0.76
05:51:27.778,0.89
05:51:32.077,1.02
05:51:41.742,0.83
05:51:57.041,0.75
05:52:12.529,0.71
05:53:03.266,0.73
05:53:16.417,0.44
06:12:44.707,0.79
06:13:15.159,0.54
06:13:19.232,0.35
06:13:22.034,0.44
06:13:23.761,0.33
06:13:33.819,0.35
06:13:36.414,0.34
06:13:42.350,0.33
07:15:47.734,0.76
07:20:47.094,1.04
07:20:54.734,0.91
07:21:06.171,0.9
07:21:20.657,1
07:24:44.649,0.63
07:24:50.794,0.42
07:24:53.514,0.55
07:24:56.194,0.46
07:24:57.006,0.4
07:24:58.695,0.59
11:00:15.336,0.54
11:00:19.626,0.42
11:00:21.555,0.44
11:00:30.883,0.43
11:00:38.146,0.44
11:00:41.519,0.39
11:00:42.336,0.41
11:00:45.488,0.42
11:00:48.854,0.39
11:00:52.503,0.41
11:01:01.918,0.44
11:01:04.038,0.42
11:01:13.583,0.43
11:01:14.648,2.65
11:01:24.482,0.62
11:01:25.158,0.56
11:01:25.824,0.56
12:54:32.313,0.68
12:54:34.970,0.5
12:54:39.750,0.47
12:54:42.150,0.5
12:54:49.004,0.65
12:55:08.717,0.49
12:55:09.784,1.92
12:55:10.633,0.74
12:55:11.481,0.73
12:55:13.370,7.23
12:55:18.751,0.58
12:55:20.072,0.44
12:55:27.549,0.33
12:55:34.890,0.35
12:55:48.816,0.34
12:57:06.752,1.75
12:57:30.358,0.43
12:57:32.674,0.41
12:57:33.620,0.52
12:57:34.503,0.5
12:57:35.743,0.55
12:57:36.372,0.49
12:57:37.966,0.51
12:57:39.739,0.41
12:57:40.362,0.5
12:57:49.173,0.42
12:58:09.281,0.43
12:58:12.463,0.53
12:58:14.091,0.64
12:58:14.998,0.53
12:58:18.413,0.53
12:58:28.244,0.54
12:58:30.242,0.42
12:58:30.732,0.52
12:58:31.309,0.53
12:58:34.458,5.66
12:58:38.733,4.58
12:58:42.439,0.37
12:58:46.788,0.38
13:04:26.295,0.99
13:04:34.791,0.62
13:04:36.448,0.68
13:04:38.735,0.65
13:04:40.641,0.62
13:05:15.405,92.58
13:05:21.085,122.46
13:05:35.025,7.57
13:05:36.477,2.19
13:05:37.423,4.75
13:05:39.637,1.76
13:05:42.714,1.57
13:05:43.580,1.85
13:05:46.846,1.65
13:05:47.851,1.62
13:05:49.543,3.49
13:05:50.933,1.61
13:05:58.258,1.51
13:05:59.483,66.61
13:06:04.257,3.75
13:06:05.689,6.38
13:06:05.731,5.76
13:06:08.151,6.1
13:06:14.584,29.63
13:06:17.923,1.45
13:06:21.088,1.51
13:06:23.478,1.44
13:06:24.834,1.28
13:06:29.158,0.8
13:06:29.655,0.81
13:06:31.826,0.86
13:06:33.169,2.27
13:06:33.487,0.96
13:06:34.048,1.21
13:06:36.141,3.37
13:06:36.169,3.12
13:06:37.252,0.85
13:06:37.593,0.81
13:06:38.641,1.13
13:06:40.379,1.02
13:06:42.310,0.98
13:06:45.220,3.13
13:06:46.435,5.56
13:06:47.302,2.48
13:06:51.154,1.04
13:06:57.149,0.71
13:07:00.584,120.19
13:07:05.906,0.88
13:07:07.031,0.69
13:07:09.084,3.39
13:07:09.258,0.94
13:07:09.930,1.11
13:07:11.179,0.7
13:07:11.478,1.12
13:07:12.312,0.58
13:07:14.237,0.6
13:07:24.393,0.51
13:07:28.327,0.77
13:07:29.196,1.84
13:07:34.376,0.66
13:07:36.166,0.7
13:07:37.565,0.6
13:07:41.212,0.65
13:07:47.121,2.05
13:07:55.326,0.49
13:07:58.851,0.49
13:08:04.309,0.54
13:08:05.539,0.46
13:08:06.452,0.8
13:08:07.054,0.57
13:08:07.568,0.51
13:08:08.261,0.47
13:08:09.047,2.33
13:08:09.833,0.74
13:08:10.478,1.58
13:08:11.025,0.51
13:08:11.655,0.41
13:08:12.338,0.43
13:08:13.169,0.42
13:08:13.805,0.62
13:08:14.443,0.78
13:08:17.334,0.46
13:08:18.007,0.79
13:08:18.591,0.58
13:08:19.418,0.61
13:08:26.071,0.57
13:08:26.933,0.68
13:08:28.073,1.62
13:08:29.012,1.91
13:08:29.823,0.89
13:08:31.256,0.77
13:08:37.542,0.75
13:08:51.649,0.5
13:08:53.197,0.44
13:08:54.368,0.41
13:59:39.416,1.11
13:59:42.507,6.44
13:59:44.039,2.97
13:59:45.915,0.68
14:01:29.239,0.77
14:01:31.575,0.76
14:01:32.655,0.75
14:01:34.491,0.92
14:01:35.367,1.05
14:01:36.882,0.72
14:01:38.414,1.04
14:01:57.807,0.95
15:27:29.209,0.54
15:27:37.477,0.63
15:27:59.799,0.58
15:28:03.365,0.4
15:28:08.271,0.92
15:28:13.465,0.44
15:28:16.943,0.35
15:28:18.975,0.37
15:28:20.626,0.55
15:28:22.090,0.44
15:28:23.580,0.38
15:28:24.949,0.54
15:28:29.040,0.49
15:28:37.067,0.41
15:28:49.949,0.46
15:28:57.376,0.52
15:28:59.018,0.35
15:29:01.374,0.36
15:29:02.625,0.37
15:29:05.495,0.36
15:29:08.294,0.38
15:29:17.910,0.36
15:29:25.030,0.38
15:29:34.499,0.4
15:29:55.793,0.44
15:30:03.639,0.43
15:30:06.641,0.38
15:30:11.172,0.41
15:30:25.093,0.35
15:30:35.546,0.38
15:30:37.412,0.37
15:30:41.493,0.38
15:30:43.351,0.35
15:30:47.162,0.45
15:30:50.702,0.39
15:30:59.406,0.41
15:31:02.334,0.36
15:31:13.473,0.38
15:31:16.320,0.33
15:31:17.714,0.36
15:31:20.352,0.39
15:31:29.544,0.37
15:31:39.229,0.4
15:31:44.873,0.6
15:31:47.743,0.39
15:31:49.621,0.38
15:31:51.260,0.39
15:31:52.779,0.35
15:31:54.321,0.37
15:31:55.669,0.34
15:31:56.880,0.35
15:31:59.479,0.38
15:32:15.988,0.35
15:32:19.441,5.34
15:32:31.708,0.41
15:32:33.811,0.65
15:32:36.869,0.57
15:32:41.555,0.57
15:32:52.378,0.54
15:32:57.303,0.52
15:33:01.835,0.45
15:33:05.472,0.63
15:33:09.659,0.56
15:33:16.814,0.44
15:33:26.338,0.48
15:33:36.667,0.55
15:33:38.473,0.59
15:33:46.016,0.38
15:33:48.870,0.34
15:33:55.650,0.33
15:33:59.756,6.19
15:34:03.254,0.34
15:34:11.676,0.36
15:34:13.692,0.34
15:34:21.954,0.34
15:34:24.807,0.33
15:34:34.114,0.39
15:34:35.763,0.56
15:34:45.103,0.36
15:34:48.758,0.35
15:34:56.915,0.43
15:34:59.802,0.33
16:15:17.968,0.96
16:16:03.014,0.83
16:16:17.896,0.65
16:16:27.601,0.78
16:16:37.793,0.66
16:16:45.031,0.66
16:40:59.314,0.48
16:41:00.901,0.45
16:41:03.022,0.43
16:41:05.037,0.42
16:41:10.887,0.47
16:41:12.414,0.45
16:41:13.596,0.45
16:41:15.188,0.42
16:41:18.132,0.42
16:41:20.776,0.48
16:41:24.358,0.44
16:41:25.117,0.43
16:41:27.390,0.44
16:41:29.106,0.46
16:41:31.998,0.44
16:41:43.126,0.48
17:18:42.372,1.02
17:26:20.830,0.54
17:26:27.907,0.52
