LocalProcessTimeDiffMs,LocalTimeDiffMs,LocalMonotonicDiffMs,RemoteDiffTimeMs
15.625000000,619.222402573,609.000000171,546.496337891
15.625000000,614.703893661,609.000000171,543.247070312
15.625000000,639.104843140,641.000000061,568.571289062
0.000000000,606.113433838,608.999999939,535.942626953
0.000000000,618.986845016,625.000000000,547.810546875
0.000000000,608.510494232,608.999999939,535.823486328
15.625000000,616.076946259,625.000000000,544.662841797
0.000000000,612.170696259,609.000000171,541.468750000
0.000000000,601.810455322,610.000000102,533.078125000
0.000000000,614.601850510,609.999999870,542.923583984
15.625000000,620.039939880,609.999999870,548.845458984
0.000000000,602.565050125,594.000000041,531.658935547
31.250000000,611.812353134,625.000000000,540.769531250
15.625000000,616.938829422,608.999999939,545.851318359
15.625000000,620.294094086,625.000000000,549.778076172
15.625000000,616.694688797,625.000000000,546.246826172
15.625000000,623.938322067,625.000000000,553.482666016
0.000000000,600.880622864,608.999999939,532.156738281
0.000000000,619.246482849,608.999999939,548.242187500
0.000000000,629.838705063,625.000000000,558.696533203
0.000000000,614.544391632,625.000000000,546.645751953
15.625000000,611.471414566,609.999999870,540.039550781
15.625000000,619.026184082,625.000000000,547.480712891
15.625000000,627.042293549,625.000000000,556.386718750
15.625000000,629.177093506,640.999999829,560.809082031
15.625000000,621.209621429,625.000000000,549.605224609
15.625000000,617.744922638,625.000000000,546.284667969
0.000000000,633.929967880,625.000000000,562.735107422
0.000000000,617.632865906,610.000000102,546.592529297
0.000000000,602.164268494,609.999999870,534.436279297
15.625000000,621.836900711,625.000000000,551.138183594
15.625000000,616.385936737,625.000000000,546.277587891
15.625000000,612.701416016,609.999999870,540.863769531
0.000000000,628.147363663,625.000000000,556.782470703
0.000000000,619.961500168,610.000000102,549.401855469
31.250000000,614.898920059,625.000000000,543.656494141
0.000000000,602.141618729,609.999999870,533.435058594
0.000000000,638.581991196,639.999999898,568.075195312
15.625000000,618.932247162,625.000000000,548.494384766
15.625000000,617.388248444,609.000000171,547.361816406
15.625000000,621.619939804,608.999999939,550.913330078
31.250000000,611.446142197,608.999999939,537.914794922
15.625000000,621.366024017,625.000000000,550.453125000
0.000000000,617.807865143,608.999999939,546.024414062
15.625000000,603.115797043,593.000000110,535.010009766
0.000000000,633.517265320,625.000000000,561.811035156
15.625000000,615.912914276,625.000000000,545.194824219
15.625000000,620.990991592,625.000000000,550.310791016
0.000000000,615.766286850,608.999999939,544.312255859
0.000000000,619.593620300,609.999999870,548.356689453
0.000000000,613.092422485,625.000000000,542.388671875
15.625000000,606.003761292,608.999999939,535.972656250
31.250000000,601.464986801,594.000000041,532.769042969
0.000000000,617.056608200,609.000000171,546.177246094
31.250000000,617.701530457,625.000000000,545.106201172
15.625000000,616.758823395,625.000000000,546.353271484
15.625000000,607.839584351,609.000000171,537.130126953
15.625000000,606.821060181,609.999999870,535.934326172
0.000000000,625.472784042,625.000000000,553.112304688
31.250000000,627.048254013,625.000000000,555.407958984
15.625000000,613.853931427,609.000000171,544.131591797
0.000000000,612.150907516,610.000000102,541.264648438
0.000000000,621.426582336,609.000000171,547.113037109
31.250000000,610.976457596,625.000000000,540.494628906
15.625000000,612.663269043,610.000000102,541.494384766
15.625000000,629.125833511,640.999999829,558.462158203
0.000000000,615.963697433,609.000000171,545.051513672
31.250000000,614.118337631,625.000000000,543.039306641
15.625000000,626.034736633,625.000000000,554.915527344
0.000000000,619.943141937,625.000000000,548.878662109
0.000000000,605.355501175,608.999999939,536.479980469
0.000000000,604.503154755,609.000000171,536.129638672
0.000000000,611.681699753,609.999999870,541.458007812
0.000000000,622.953176498,625.000000000,552.715087891
0.000000000,627.825260162,640.999999829,553.701904297
0.000000000,627.683162689,625.000000000,556.857910156
15.625000000,615.277051926,625.000000000,544.167480469
0.000000000,624.010324478,625.000000000,552.606933594
0.000000000,610.148906708,608.999999939,538.578125000
0.000000000,610.735416412,608.999999939,539.296630859
0.000000000,612.310171127,608.999999939,542.025634766
15.625000000,617.529392242,625.000000000,545.357910156
15.625000000,615.705251694,608.999999939,544.821044922
0.000000000,615.274906158,625.000000000,541.670654297
0.000000000,627.731323242,625.000000000,556.296142578
15.625000000,612.068653107,625.000000000,541.245117188
15.625000000,615.474700928,608.999999939,543.980468750
0.000000000,606.623888016,609.000000171,535.980712891
46.875000000,620.475292206,625.000000000,552.272949219
15.625000000,624.690532684,625.000000000,553.066162109
15.625000000,613.021850586,608.999999939,544.235595703
0.000000000,623.873233795,625.000000000,553.202148438
15.625000000,622.102737427,625.000000000,551.164306641
0.000000000,611.213445663,608.999999939,539.708984375
31.250000000,639.836311340,625.000000000,569.094970703
31.250000000,614.072799683,609.000000171,543.018554688
0.000000000,615.932703018,625.000000000,544.494628906
15.625000000,613.097667694,609.000000171,542.537597656
0.000000000,615.343093872,625.000000000,544.383789062
0.000000000,627.359867096,625.000000000,552.612548828
0.000000000,616.992950439,625.000000000,546.238769531
15.625000000,591.188669205,594.000000041,523.125732422
15.625000000,610.632419586,608.999999939,539.545898438
15.625000000,617.418766022,625.000000000,546.673828125
0.000000000,613.687276840,608.999999939,542.962890625
15.625000000,612.440824509,608.999999939,541.129150391
0.000000000,616.270780563,608.999999939,545.645263672
15.625000000,617.017030716,608.999999939,546.002197266
0.000000000,628.119468689,625.000000000,552.786865234
15.625000000,631.629943848,625.000000000,560.562011719
31.250000000,623.646259308,625.000000000,551.773193359
31.250000000,627.619028091,641.000000061,556.647216797
15.625000000,606.965780258,608.999999939,536.670166016
0.000000000,616.316556931,609.000000171,545.570312500
15.625000000,615.326166153,608.999999939,543.227539062
0.000000000,618.513822556,625.000000000,547.762695312
0.000000000,635.108947754,641.000000061,564.229736328
31.250000000,619.860410690,625.000000000,549.082275391
15.625000000,602.928400040,593.999999808,535.090332031
15.625000000,610.019445419,608.999999939,539.150390625
15.625000000,609.649658203,608.999999939,539.003417969
15.625000000,617.786884308,625.000000000,545.247558594
0.000000000,618.039608002,609.000000171,547.332519531
0.000000000,612.489938736,608.999999939,542.178222656
0.000000000,615.709781647,609.000000171,544.489746094
15.625000000,611.823797226,609.000000171,540.403564453
15.625000000,687.646150589,688.000000082,616.454589844
0.000000000,621.168613434,625.000000000,550.633789062
0.000000000,613.929510117,609.999999870,542.845458984
31.250000000,624.362707138,625.000000000,552.727539062
15.625000000,606.386899948,610.000000102,536.073974609
0.000000000,627.231836319,625.000000000,556.659179688
46.875000000,628.334045410,640.999999829,557.010986328
0.000000000,613.488197327,608.999999939,542.610839844
15.625000000,616.416692734,625.000000000,546.024414062
0.000000000,612.781047821,609.000000171,541.623046875
15.625000000,617.817878723,625.000000000,546.691162109
0.000000000,613.521814346,609.000000171,542.854736328
0.000000000,614.971876144,609.000000171,546.330810547
15.625000000,625.080585480,625.000000000,554.338378906
15.625000000,605.333566666,609.000000171,534.791503906
0.000000000,604.506969452,609.999999870,535.337402344
15.625000000,614.550113678,625.000000000,543.670898438
0.000000000,629.247188568,625.000000000,556.930419922
0.000000000,618.579864502,625.000000000,546.681396484
0.000000000,611.510038376,610.000000102,540.073974609
0.000000000,615.357160568,625.000000000,544.590820312
0.000000000,612.643957138,609.999999870,540.979248047
31.250000000,617.911815643,625.000000000,547.166259766
0.000000000,618.249177933,625.000000000,547.160400391
0.000000000,615.972518921,609.999999870,544.767089844
15.625000000,634.336948395,625.000000000,560.607177734
31.250000000,629.488945007,641.000000061,559.250976562
0.000000000,614.109754562,608.999999939,543.275390625
15.625000000,624.506235123,625.000000000,548.037597656
15.625000000,612.182855606,609.999999870,541.715332031
0.000000000,618.229389191,625.000000000,547.273681641
15.625000000,612.553358078,609.999999870,541.918457031
15.625000000,610.005855560,608.999999939,539.358154297
15.625000000,601.202249527,593.000000110,533.351562500
0.000000000,610.790252686,610.000000102,540.131347656
0.000000000,618.426084518,609.000000171,547.243408203
0.000000000,620.324134827,625.000000000,549.843261719
31.250000000,616.579532623,625.000000000,545.157470703
0.000000000,617.661476135,609.000000171,546.547851562
31.250000000,613.785982132,609.000000171,542.861328125
0.000000000,619.312524796,625.000000000,548.536621094
0.000000000,624.902248383,625.000000000,554.126953125
15.625000000,599.224328995,609.000000171,530.165283203
0.000000000,623.983621597,625.000000000,550.633300781
0.000000000,611.923456192,609.000000171,542.657226562
0.000000000,606.784582138,609.999999870,537.723388672
0.000000000,610.424280167,608.999999939,538.866210938
15.625000000,615.030050278,609.999999870,546.427490234
0.000000000,604.571580887,608.999999939,536.288574219
31.250000000,652.575254440,655.999999959,581.712402344
0.000000000,618.874549866,625.000000000,548.165039062
0.000000000,610.608816147,609.000000171,541.224121094
31.250000000,627.908706665,641.000000061,556.493408203
15.625000000,612.230777740,608.999999939,540.560791016
15.625000000,626.015901566,625.000000000,555.231445312
0.000000000,607.346534729,608.999999939,536.088867188
31.250000000,609.508991241,609.000000171,538.577148438
15.625000000,600.164651871,594.000000041,530.807617188
15.625000000,619.635105133,625.000000000,549.294433594
15.625000000,622.864961624,625.000000000,550.417968750
0.000000000,620.029926300,625.000000000,548.324218750
31.250000000,627.014398575,625.000000000,556.248535156
46.875000000,610.372543335,625.000000000,542.051269531
15.625000000,620.712041855,625.000000000,549.136474609
31.250000000,618.627309799,608.999999939,547.414062500
15.625000000,615.239381790,608.999999939,544.756835938
0.000000000,610.378503799,609.000000171,541.500732422
0.000000000,608.015060425,610.000000102,534.999023438
31.250000000,610.708236694,609.000000171,539.529785156
0.000000000,618.617773056,609.999999870,548.506591797
15.625000000,618.383169174,610.000000102,546.697021484
31.250000000,611.228466034,625.000000000,539.916992188
15.625000000,607.280969620,609.999999870,536.234619141
15.625000000,624.305963516,625.000000000,548.687744141
31.250000000,617.879629135,625.000000000,547.359619141
0.000000000,624.584674835,625.000000000,554.232421875
0.000000000,607.832431793,610.000000102,539.279785156
15.625000000,617.636203766,625.000000000,547.416503906
0.000000000,613.448858261,609.999999870,542.572998047
31.250000000,618.777513504,625.000000000,548.809570312
0.000000000,599.920272827,609.999999870,531.014404297
0.000000000,610.635519028,608.999999939,539.035400391
0.000000000,607.378721237,609.000000171,539.074462891
0.000000000,612.262964249,610.000000102,541.500244141
15.625000000,612.098932266,609.000000171,541.228515625
15.625000000,629.115581512,625.000000000,558.129882812
15.625000000,612.979650497,608.999999939,541.459716797
15.625000000,621.235370636,625.000000000,546.394775391
0.000000000,603.577852249,609.000000171,532.167236328
31.250000000,620.172262192,625.000000000,549.235839844
15.625000000,614.646673203,609.000000171,543.445312500
0.000000000,607.861042023,609.999999870,537.789306641
0.000000000,615.968227386,610.000000102,544.931396484
15.625000000,615.363359451,625.000000000,544.903076172
46.875000000,640.912532806,640.999999829,567.056396484
0.000000000,616.031646729,608.999999939,544.142333984
15.625000000,615.442752838,608.999999939,543.637207031
0.000000000,608.325958252,609.000000171,536.876220703
15.625000000,614.265441895,625.000000000,542.533203125
0.000000000,610.834121704,609.000000171,542.241699219
15.625000000,637.588500977,640.999999829,562.434570312
0.000000000,613.652229309,625.000000000,543.757568359
0.000000000,615.113973618,608.999999939,543.879150391
15.625000000,607.448816299,609.000000171,536.554443359
31.250000000,610.960006714,608.999999939,540.672363281
15.625000000,619.392871857,625.000000000,548.395507812
0.000000000,604.866266251,594.000000041,532.764892578
15.625000000,606.993675232,594.000000041,536.669433594
31.250000000,621.196746826,625.000000000,549.632812500
0.000000000,619.307756424,609.999999870,547.322509766
15.625000000,621.227502823,610.000000102,549.697509766
15.625000000,612.580537796,609.000000171,541.450195312
0.000000000,607.742547989,609.999999870,536.696777344
0.000000000,616.726398468,625.000000000,545.893798828
15.625000000,611.901998520,609.999999870,540.826904297
15.625000000,605.792522430,608.999999939,535.677978516
15.625000000,633.459091187,641.000000061,560.877685547
15.625000000,619.281291962,625.000000000,548.379638672
15.625000000,621.722221375,625.000000000,550.829345703
0.000000000,629.909753799,625.000000000,560.757324219
15.625000000,642.005681992,641.000000061,570.755859375
15.625000000,623.337984085,610.000000102,552.603027344
15.625000000,608.937025070,609.000000171,540.361083984
0.000000000,610.116958618,609.999999870,539.392578125
0.000000000,620.727539062,625.000000000,549.089355469
0.000000000,608.815908432,609.999999870,537.138183594
31.250000000,626.236677170,625.000000000,555.027832031
15.625000000,617.480278015,610.000000102,546.676757812
0.000000000,617.343664169,625.000000000,544.927490234
0.000000000,612.491607666,609.999999870,541.397705078
31.250000000,608.966112137,608.999999939,540.840332031
0.000000000,626.348733902,625.000000000,555.169189453
0.000000000,610.225439072,609.999999870,539.631591797
0.000000000,609.790086746,608.999999939,542.020019531
62.500000000,637.271404266,640.000000130,566.031982422
15.625000000,593.993663788,593.999999808,525.580566406
15.625000000,626.811981201,625.000000000,554.427001953
0.000000000,628.184795380,625.000000000,557.593505859
0.000000000,619.746923447,625.000000000,549.093505859
0.000000000,627.044677734,625.000000000,553.104003906
15.625000000,616.117000580,608.999999939,544.058349609
31.250000000,623.663425446,625.000000000,552.763183594
31.250000000,633.518218994,640.000000130,563.033203125
31.250000000,636.116266251,640.999999829,565.187988281
0.000000000,623.077869415,625.000000000,554.752197266
31.250000000,613.910913467,625.000000000,543.394531250
15.625000000,609.843492508,608.999999939,536.901855469
31.250000000,632.256507874,640.000000130,560.710937500
0.000000000,611.518859863,609.999999870,540.271972656
0.000000000,606.684684753,608.999999939,536.338623047
15.625000000,616.399049759,625.000000000,544.844238281
15.625000000,619.211912155,608.999999939,548.440917969
31.250000000,608.096361160,608.999999939,537.204345703
15.625000000,625.924110413,625.000000000,554.006591797
0.000000000,621.191740036,625.000000000,550.690917969
15.625000000,609.875440598,608.999999939,539.378906250
0.000000000,621.305465698,625.000000000,549.469238281
0.000000000,617.562055588,625.000000000,546.100341797
15.625000000,617.187738419,608.999999939,546.409912109
15.625000000,613.610744476,609.999999870,542.919677734
15.625000000,616.046667099,625.000000000,547.306152344
15.625000000,620.930194855,625.000000000,550.197998047
15.625000000,605.647563934,609.999999870,536.854248047
31.250000000,629.909038544,625.000000000,561.020751953
0.000000000,632.496356964,639.999999898,557.805664062
0.000000000,611.239433289,609.000000171,540.237548828
0.000000000,623.140335083,625.000000000,548.762939453
15.625000000,651.077985764,656.000000192,576.613281250
0.000000000,607.342720032,609.999999870,536.514892578
0.000000000,626.290798187,625.000000000,551.073730469
31.250000000,607.705354691,609.000000171,536.764404297
15.625000000,601.698875427,593.999999808,533.824707031
31.250000000,623.331546783,625.000000000,552.609863281
15.625000000,610.211849213,609.999999870,538.831298828
0.000000000,620.944023132,625.000000000,550.171386719
31.250000000,626.086235046,625.000000000,555.085693359
0.000000000,614.820003510,609.999999870,543.672363281
15.625000000,603.980541229,593.999999808,535.710205078
15.625000000,614.203214645,608.999999939,543.469482422
0.000000000,613.870143890,608.999999939,543.104980469
15.625000000,615.705490112,608.999999939,544.172363281
15.625000000,625.109910965,625.000000000,553.365478516
31.250000000,619.119644165,625.000000000,549.183349609
0.000000000,616.757631302,625.000000000,546.043701172
0.000000000,613.816022873,608.999999939,542.924072266
15.625000000,627.905130386,640.000000130,557.107666016
0.000000000,612.163305283,609.999999870,540.943847656
15.625000000,615.702867508,625.000000000,544.443847656
0.000000000,627.268791199,625.000000000,555.683105469
0.000000000,601.915359497,609.999999870,533.223144531
0.000000000,609.098434448,608.999999939,538.004638672
0.000000000,610.731601715,608.999999939,539.758056641
0.000000000,609.928131104,609.000000171,538.998535156
15.625000000,609.767913818,609.000000171,539.046142578
15.625000000,617.510318756,610.000000102,547.113037109
15.625000000,613.967657089,609.000000171,543.415527344
15.625000000,636.549472809,640.999999829,565.352050781
0.000000000,615.975618362,608.999999939,544.801757812
15.625000000,609.228610992,608.999999939,540.640380859
0.000000000,624.104499817,625.000000000,552.779052734
31.250000000,626.098394394,625.000000000,554.645507812
15.625000000,627.819538116,640.000000130,556.353759766
15.625000000,602.512359619,594.000000041,534.569824219
0.000000000,607.636451721,593.999999808,539.798583984
0.000000000,641.920566559,640.000000130,569.904785156
0.000000000,624.432802200,625.000000000,546.414794922
0.000000000,624.166965485,625.000000000,552.928222656
15.625000000,624.184846878,625.000000000,549.596923828
0.000000000,599.092483521,593.999999808,530.451171875
0.000000000,606.076717377,609.000000171,535.247802734
0.000000000,621.009349823,625.000000000,550.197021484
0.000000000,609.158992767,610.000000102,538.994873047
0.000000000,605.015516281,609.999999870,533.810058594
15.625000000,612.836599350,608.999999939,542.741210938
31.250000000,606.304883957,608.999999939,535.911621094
15.625000000,606.174945831,608.999999939,538.605468750
0.000000000,624.921321869,625.000000000,554.294921875
0.000000000,614.181756973,609.000000171,543.242187500
0.000000000,613.945484161,608.999999939,543.867919922
0.000000000,612.888574600,609.000000171,541.902343750
31.250000000,623.076200485,625.000000000,551.849365234
0.000000000,608.174324036,594.000000041,536.772216797
15.625000000,614.600896835,609.000000171,543.618896484
0.000000000,621.007919312,625.000000000,549.975585938
0.000000000,610.454082489,610.000000102,539.425537109
0.000000000,620.105981827,609.000000171,548.864257812
0.000000000,614.203691483,625.000000000,545.757080078
0.000000000,612.630605698,610.000000102,541.551269531
0.000000000,615.303754807,625.000000000,543.909667969
31.250000000,601.555109024,609.999999870,532.603515625
15.625000000,621.981382370,625.000000000,550.778808594
15.625000000,617.828845978,609.999999870,547.796386719
15.625000000,614.511013031,609.999999870,543.930664062
0.000000000,615.102767944,608.999999939,544.997070312
15.625000000,610.421419144,609.999999870,541.861328125
15.625000000,607.135772705,608.999999939,538.980224609
0.000000000,616.379022598,609.000000171,546.754394531
15.625000000,627.785682678,625.000000000,557.300781250
0.000000000,613.861560822,608.999999939,543.461181641
0.000000000,639.550924301,625.000000000,568.571289062
15.625000000,620.305538177,609.000000171,549.050048828
0.000000000,616.004705429,609.000000171,544.762207031
0.000000000,604.977607727,610.000000102,536.730224609
0.000000000,591.729402542,593.999999808,523.752197266
31.250000000,624.764680862,625.000000000,554.022216797
15.625000000,611.092805862,608.999999939,542.244873047
0.000000000,614.545106888,608.999999939,544.129394531
15.625000000,621.508836746,608.999999939,551.321044922
31.250000000,626.095056534,625.000000000,554.873046875
0.000000000,853.078126907,843.999999808,782.777099609
0.000000000,614.135265350,608.999999939,540.644287109
0.000000000,620.719432831,625.000000000,552.486572266
15.625000000,678.222894669,672.000000020,603.731445312
15.625000000,617.775201797,610.000000102,546.484863281
15.625000000,608.685970306,609.999999870,539.685791016
0.000000000,601.692914963,593.999999808,532.697753906
0.000000000,618.007659912,625.000000000,545.030517578
0.000000000,614.625930786,608.999999939,546.060058594
15.625000000,626.893043518,625.000000000,556.367675781
15.625000000,598.410129547,593.000000110,529.751464844
0.000000000,613.499641418,608.999999939,545.230712891
15.625000000,629.663467407,625.000000000,557.728515625
0.000000000,602.392196655,593.000000110,533.960205078
15.625000000,617.265701294,625.000000000,546.498779297
15.625000000,602.730989456,609.000000171,534.150390625
15.625000000,609.300374985,609.999999870,538.298828125
0.000000000,617.771863937,625.000000000,547.862548828
15.625000000,629.078626633,625.000000000,557.832275391
0.000000000,617.814779282,625.000000000,549.501464844
15.625000000,605.167150497,610.000000102,536.316406250
15.625000000,616.386651993,625.000000000,545.089111328
15.625000000,596.402406693,593.999999808,529.167236328
0.000000000,624.720335007,625.000000000,554.304931641
0.000000000,623.760938644,625.000000000,552.059814453
15.625000000,617.315053940,609.999999870,546.130126953
15.625000000,597.810268402,608.999999939,529.811035156
15.625000000,618.656158447,608.999999939,546.999755859
15.625000000,608.497858047,608.999999939,538.664306641
31.250000000,609.827518463,609.000000171,540.056152344
15.625000000,622.216701508,625.000000000,551.400390625
0.000000000,605.429887772,609.000000171,537.093750000
0.000000000,611.019849777,609.999999870,542.670898438
15.625000000,615.638971329,625.000000000,543.834960938
15.625000000,616.343498230,625.000000000,546.076171875
15.625000000,619.132757187,609.999999870,547.205566406
0.000000000,617.320537567,610.000000102,547.052246094
0.000000000,617.502212524,625.000000000,544.703613281
15.625000000,626.765012741,625.000000000,555.453857422
31.250000000,618.683338165,625.000000000,548.684326172
0.000000000,623.032331467,625.000000000,551.882812500
31.250000000,612.894296646,625.000000000,542.633544922
46.875000000,606.215000153,608.999999939,535.706298828
0.000000000,618.491172791,609.000000171,545.517333984
0.000000000,596.073865891,594.000000041,528.026123047
0.000000000,631.178379059,625.000000000,559.929199219
15.625000000,621.529340744,609.000000171,551.401367188
15.625000000,614.104986191,609.000000171,543.838867188
0.000000000,610.576152802,610.000000102,539.648681641
31.250000000,610.173463821,625.000000000,539.084472656
15.625000000,625.216484070,625.000000000,554.605712891
0.000000000,610.302686691,610.000000102,539.121093750
0.000000000,618.734121323,625.000000000,548.565429688
0.000000000,610.394477844,609.999999870,542.120849609
0.000000000,649.056673050,655.999999959,577.722656250
0.000000000,629.971981049,625.000000000,559.554199219
15.625000000,609.755754471,610.000000102,538.366455078
15.625000000,605.411052704,609.999999870,533.674560547
0.000000000,615.144252777,608.999999939,544.292236328
15.625000000,611.335754395,608.999999939,540.110351562
0.000000000,618.629693985,625.000000000,547.579101562
0.000000000,606.755256653,608.999999939,535.753173828
0.000000000,628.515243530,625.000000000,557.664550781
0.000000000,625.965833664,625.000000000,555.092773438
31.250000000,632.647752762,625.000000000,561.016601562
15.625000000,614.574432373,625.000000000,544.367431641
0.000000000,601.990938187,594.000000041,533.733398438
15.625000000,616.990566254,625.000000000,545.617675781
15.625000000,616.661787033,625.000000000,547.770507812
0.000000000,616.582393646,609.999999870,545.084960938
0.000000000,599.609136581,593.999999808,530.480224609
0.000000000,610.426664352,609.000000171,538.776611328
0.000000000,618.843555450,608.999999939,546.340576172
0.000000000,607.055425644,609.000000171,535.493164062
0.000000000,614.731550217,625.000000000,544.412109375
0.000000000,630.356073380,625.000000000,561.700683594
31.250000000,611.066818237,608.999999939,538.786132812
15.625000000,617.372989655,609.000000171,545.636962891
15.625000000,612.717390060,608.999999939,542.293212891
15.625000000,608.619689941,609.000000171,537.552001953
0.000000000,617.029905319,625.000000000,545.894775391
0.000000000,614.072322845,610.000000102,542.889160156
0.000000000,602.185964584,594.000000041,532.117431641
0.000000000,602.837085724,608.999999939,534.930419922
0.000000000,618.927001953,625.000000000,548.606201172
15.625000000,643.130064011,640.000000130,572.322998047
15.625000000,608.969211578,609.999999870,538.127441406
31.250000000,633.702516556,639.999999898,563.069335938
0.000000000,621.000051498,625.000000000,550.557128906
0.000000000,624.279737473,625.000000000,555.388183594
0.000000000,623.827219009,609.999999870,553.049072266
15.625000000,613.840103149,609.999999870,543.166015625
31.250000000,624.704360962,625.000000000,552.831787109
31.250000000,621.775865555,625.000000000,551.042968750
0.000000000,606.873989105,609.999999870,538.743408203
15.625000000,616.243124008,610.000000102,544.872314453
0.000000000,604.561805725,609.999999870,536.550537109
0.000000000,617.644548416,625.000000000,543.673339844
0.000000000,616.408586502,608.999999939,545.463623047
15.625000000,623.719692230,609.999999870,550.899902344
0.000000000,606.409788132,593.999999808,538.648193359
15.625000000,606.099128723,593.000000110,537.841308594
0.000000000,622.853040695,625.000000000,552.871582031
15.625000000,626.842498779,625.000000000,555.443603516
0.000000000,612.490653992,608.999999939,540.530761719
0.000000000,610.903501511,609.999999870,541.987792969
0.000000000,614.744901657,608.999999939,543.032958984
31.250000000,610.941410065,625.000000000,537.277832031
15.625000000,617.700099945,608.999999939,546.277099609
15.625000000,616.705894470,608.999999939,543.554443359
0.000000000,610.419750214,609.000000171,538.847167969
31.250000000,614.675283432,608.999999939,540.109130859
15.625000000,626.758575439,625.000000000,555.306884766
31.250000000,628.623485565,641.000000061,558.077636719
0.000000000,616.959810257,609.999999870,545.028076172
15.625000000,622.742414474,609.999999870,552.072509766
0.000000000,597.857713699,594.000000041,529.905761719
15.625000000,626.832008362,625.000000000,555.962890625
15.625000000,617.746829987,609.999999870,546.542968750
0.000000000,621.516466141,625.000000000,548.668945312
0.000000000,606.833696365,609.999999870,539.110107422
15.625000000,612.313508987,625.000000000,541.195312500
15.625000000,606.575250626,608.999999939,536.409179688
31.250000000,627.156734467,625.000000000,555.629150391
15.625000000,616.406440735,625.000000000,543.471435547
0.000000000,617.685317993,608.999999939,546.071044922
31.250000000,604.357242584,593.999999808,536.069580078
15.625000000,622.555971146,608.999999939,554.581298828
15.625000000,613.614797592,608.999999939,544.677978516
15.625000000,621.303319931,625.000000000,550.607177734
0.000000000,623.726129532,625.000000000,553.299560547
0.000000000,609.918832779,608.999999939,538.483886719
15.625000000,617.796659470,625.000000000,547.465332031
0.000000000,603.206396103,608.999999939,534.668457031
0.000000000,612.719535828,609.000000171,541.454833984
0.000000000,611.391782761,608.999999939,542.470458984
0.000000000,612.912654877,609.000000171,542.085449219
0.000000000,616.116762161,625.000000000,545.152343750
0.000000000,620.548963547,625.000000000,548.452392578
0.000000000,617.509841919,609.000000171,547.073730469
15.625000000,615.313768387,609.000000171,544.524414062
15.625000000,626.340150833,625.000000000,555.180419922
15.625000000,615.533828735,608.999999939,545.427001953
0.000000000,612.899541855,609.000000171,541.384765625
15.625000000,617.188453674,608.999999939,547.342285156
15.625000000,654.326915741,656.000000192,583.061035156
15.625000000,684.438943863,672.000000020,612.722656250
15.625000000,631.877422333,625.000000000,560.208007812
0.000000000,606.165170670,609.000000171,537.299804688
0.000000000,612.953901291,609.999999870,542.520019531
0.000000000,619.203090668,610.000000102,544.556396484
0.000000000,621.208906174,609.000000171,548.349609375
15.625000000,613.214492798,609.000000171,542.094726562
0.000000000,614.327430725,610.000000102,538.763427734
0.000000000,621.070384979,609.000000171,550.245117188
15.625000000,627.529144287,625.000000000,557.024414062
0.000000000,618.501186371,608.999999939,549.248535156
0.000000000,602.896928787,593.000000110,534.114501953
31.250000000,632.345676422,625.000000000,561.187744141
0.000000000,606.301784515,608.999999939,536.676757812
0.000000000,625.130653381,625.000000000,553.374267578
15.625000000,624.053239822,625.000000000,552.858886719
0.000000000,617.189407349,609.999999870,548.286132812
15.625000000,622.170925140,625.000000000,549.954589844
15.625000000,620.675086975,625.000000000,546.001708984
31.250000000,619.098424911,625.000000000,544.319580078
0.000000000,597.884416580,593.999999808,529.815673828
15.625000000,609.404802322,608.999999939,541.636718750
0.000000000,616.631984711,608.999999939,545.158935547
15.625000000,612.277030945,608.999999939,540.432617188
15.625000000,599.616050720,594.000000041,531.144531250
15.625000000,612.034082413,610.000000102,541.375976562
0.000000000,615.509986877,609.999999870,543.145263672
15.625000000,603.956460953,593.999999808,534.775146484
15.625000000,613.510847092,625.000000000,542.725830078
15.625000000,615.706443787,608.999999939,544.188720703
15.625000000,610.950946808,608.999999939,543.242675781
0.000000000,629.207611084,625.000000000,558.230224609
0.000000000,604.244709015,608.999999939,535.995849609
0.000000000,600.871324539,609.000000171,531.951416016
15.625000000,616.811990738,625.000000000,542.109619141
15.625000000,614.997863770,610.000000102,543.848388672
0.000000000,610.231399536,609.999999870,538.699707031
31.250000000,615.472793579,609.999999870,547.187500000
0.000000000,612.181186676,608.999999939,540.976806641
15.625000000,602.162361145,593.999999808,529.902343750
31.250000000,617.811203003,625.000000000,547.628662109
15.625000000,629.227876663,625.000000000,557.752197266
0.000000000,629.781961441,625.000000000,552.521484375
0.000000000,625.659465790,625.000000000,554.744140625
15.625000000,619.874238968,608.999999939,549.015625000
0.000000000,618.899345398,625.000000000,545.744873047
15.625000000,619.432210922,625.000000000,551.410644531
0.000000000,618.215322495,625.000000000,547.753173828
0.000000000,616.581201553,608.999999939,545.513427734
15.625000000,619.319438934,608.999999939,547.932861328
0.000000000,616.304874420,625.000000000,544.555175781
15.625000000,604.462623596,609.999999870,536.681884766
0.000000000,611.214399338,608.999999939,540.164062500
0.000000000,610.749483109,608.999999939,539.482910156
0.000000000,599.598884583,593.000000110,531.729980469
15.625000000,613.400459290,609.999999870,545.035156250
15.625000000,603.821754456,594.000000041,531.570556641
15.625000000,620.526552200,609.999999870,548.780517578
31.250000000,621.407508850,609.999999870,550.257812500
31.250000000,609.217166901,610.000000102,537.418945312
