"Date","Austin","Charlotte","Chicago","Columbus","Dallas","Detroit","El Paso","Fort Worth","Houston","Indianapolis","Jacksonville","Los Angeles","New York","Philadelphia","Phoenix","San Antonio","San Diego","San Francisco","San Jose","Seattle"
"2012-12-08",28.3,20.6,7.8,11.7,21.7,5.0,19.4,21.7,28.3,9.4,20.6,18.9,10.0,11.1,22.8,25.6,17.8,15.0,16.7,6.7
"2012-12-09",26.1,18.9,5.6,13.3,21.1,3.9,18.9,18.9,27.2,12.2,23.3,17.8,10.0,10.0,21.1,25.6,17.2,18.3,19.4,6.7
"2012-12-10",13.3,20.6,5.0,13.3,7.2,5.0,9.4,5.6,15.0,7.8,27.2,19.4,15.0,15.6,18.3,13.9,20.0,18.9,20.0,7.2
"2012-12-11",12.2,16.1,3.3,1.7,10.6,2.2,11.7,8.9,12.8,2.2,26.1,20.0,14.4,13.9,20.6,12.8,21.7,14.4,17.8,7.8
"2012-12-12",16.7,8.9,2.2,5.0,15.0,6.1,15.6,14.4,16.1,6.7,17.8,16.7,6.1,8.9,22.2,16.1,17.8,12.8,12.8,6.7
"2012-12-13",20.6,12.2,8.3,6.7,18.9,6.7,17.2,18.3,17.8,8.9,15.0,15.6,7.8,8.9,22.2,17.8,16.1,12.2,11.7,7.2
"2012-12-14",22.2,15.0,10.0,10.0,16.7,8.3,17.2,16.1,21.1,11.7,16.7,14.4,8.9,10.6,16.1,21.7,15.6,11.7,11.7,6.1
"2012-12-15",23.3,15.0,10.6,10.0,23.3,7.2,12.2,22.2,27.2,12.8,20.6,15.0,8.3,10.6,14.4,21.7,15.0,9.4,9.4,4.4
"2012-12-16",23.3,14.4,10.0,15.6,23.9,11.1,12.8,22.8,22.2,13.3,25.6,13.9,8.3,10.6,15.0,21.7,15.6,13.9,14.4,6.7
"2012-12-17",23.3,14.4,8.3,8.9,16.7,7.8,14.4,16.7,20.6,7.8,25.0,16.7,6.1,8.9,17.2,23.9,17.2,15.0,14.4,8.3
"2012-12-18",27.2,15.6,4.4,6.7,26.7,5.6,17.2,26.1,26.7,6.1,22.2,16.7,12.2,15.6,16.7,27.2,16.1,11.7,11.7,3.9
"2012-12-19",28.9,19.4,4.4,7.2,26.7,3.9,14.4,25.6,27.2,6.1,22.2,15.6,8.3,10.6,13.9,27.8,14.4,10.6,12.2,8.3
"2012-12-20",22.2,13.3,6.7,9.4,13.3,11.7,8.3,10.6,23.9,12.8,26.1,20.0,8.3,9.4,17.2,21.1,18.9,15.6,15.0,7.2
"2012-12-21",16.1,7.8,9.4,1.1,18.3,6.1,12.8,18.9,16.7,1.1,15.6,16.7,13.3,15.0,21.1,16.1,15.6,14.4,13.9,8.3
"2012-12-22",20.6,13.3,,0.0,20.0,0.6,14.4,20.0,20.6,1.1,14.4,15.6,3.3,5.6,21.7,18.9,16.1,15.0,13.3,8.3
"2012-12-23",21.1,12.8,1.7,3.3,18.9,3.3,17.8,17.2,23.9,5.6,16.7,16.1,5.6,7.8,20.0,20.0,17.8,16.1,12.8,7.2
"2012-12-24",18.9,10.0,1.7,1.1,11.7,0.6,14.4,11.1,23.9,2.2,20.6,16.7,4.4,5.0,17.8,21.7,16.1,13.3,13.3,5.6
"2012-12-25",20.6,13.9,1.1,1.1,9.4,0.0,11.7,7.8,25.0,0.6,22.8,16.7,5.0,5.6,13.9,21.7,17.2,12.2,11.7,5.6
"2012-12-26",7.2,11.7,0.6,0.6,0.6,0.6,11.7,0.6,8.3,0.6,21.1,16.1,3.9,7.2,16.7,10.6,16.1,12.8,12.2,6.7
"2012-12-27",7.2,11.1,0.6,1.6,8.3,0.6,13.3,6.7,11.7,1.1,15.0,16.7,3.9,6.7,14.4,8.9,15.6,12.2,12.2,7.8
"2012-12-28",17.2,7.2,1.7,0.0,6.1,1.7,9.4,6.1,15.6,0.6,18.3,16.7,2.8,5.6,15.0,21.7,17.2,10.0,10.6,8.3
"2012-12-29",10.6,11.7,0.6,1.0,8.3,1.1,12.2,8.3,10.6,0.6,21.7,12.8,1.1,1.7,18.3,11.7,15.0,12.2,11.1,5.0
"2012-12-30",11.7,8.9,1.7,3.2,9.4,1.1,9.4,8.3,10.6,1.7,11.7,13.9,1.1,4.4,13.3,12.2,13.9,12.8,12.2,4.4
"2012-12-31",15.6,11.7,1.7,1.1,10.0,1.7,8.9,10.6,19.4,1.1,19.4,15.0,3.3,5.0,13.3,16.1,14.4,11.7,11.7,3.3
"2013-01-01",12.8,10.0,1.7,0.6,8.3,1.1,7.8,7.8,19.4,0.6,24.4,16.1,4.4,5.6,13.9,16.1,15.6,11.7,12.8,5.0
"2013-01-02",7.2,10.0,3.9,5.5,5.0,3.9,9.4,4.4,7.8,5.6,23.3,16.7,0.6,1.7,17.2,8.3,17.2,12.8,14.4,6.1
"2013-01-03",8.3,7.8,0.6,1.6,10.6,1.1,1.1,8.9,13.3,1.1,15.6,21.1,0.0,1.7,17.2,8.3,19.4,11.7,13.9,6.7
"2013-01-04",7.2,10.6,1.1,0.5,10.6,1.7,1.1,9.4,10.0,1.7,12.8,18.9,2.8,4.4,16.7,6.7,18.3,12.8,15.6,10.0
"2013-01-05",12.2,10.0,2.8,2.8,11.7,0.6,3.3,13.3,8.3,3.3,17.2,16.7,5.6,5.6,17.2,15.0,16.7,11.7,13.3,6.7
"2013-01-06",15.6,11.1,5.0,2.8,14.4,2.2,9.4,13.3,15.6,1.7,16.1,13.9,7.8,8.9,20.0,16.7,14.4,11.1,10.6,7.2
"2013-01-07",13.3,11.7,1.1,1.1,13.3,1.7,13.3,12.8,13.9,2.2,16.7,18.9,7.2,8.3,15.6,13.9,17.8,13.9,14.4,10.0
"2013-01-08",11.7,12.2,5.6,6.1,10.0,2.2,14.4,8.3,17.8,6.1,21.1,19.4,8.9,9.4,19.4,13.9,19.4,13.3,16.1,11.7
"2013-01-09",15.6,18.3,6.7,7.8,14.4,8.9,13.9,13.3,19.4,8.9,24.4,17.2,9.4,11.7,22.2,17.8,15.6,12.8,15.0,10.0
"2013-01-10",18.9,21.1,9.4,5.0,15.6,4.4,15.6,13.9,20.6,6.7,25.6,15.0,8.3,10.0,16.1,19.4,13.9,10.6,12.2,3.3
"2013-01-11",21.7,12.2,11.7,16.1,22.8,13.9,12.2,22.2,22.8,14.4,27.8,12.2,7.8,10.0,12.2,21.1,12.2,11.1,13.9,2.8
"2013-01-12",23.9,22.8,12.2,17.8,20.0,15.0,6.7,18.3,23.9,17.8,27.2,13.9,8.3,11.7,11.7,23.3,13.3,9.4,10.0,2.8
"2013-01-13",11.7,23.9,11.7,18.3,7.2,10.0,5.6,5.0,22.2,13.3,27.2,13.3,10.0,10.6,10.0,14.4,13.3,10.0,9.4,2.2
"2013-01-14",9.4,20.0,2.8,3.3,7.8,1.1,6.7,6.7,7.2,5.0,27.2,14.4,13.3,14.4,7.2,11.7,12.8,11.1,10.0,3.3
"2013-01-15",5.6,17.8,2.8,0.6,3.9,0.6,3.9,3.3,5.6,1.1,27.2,13.9,3.3,5.6,10.6,5.6,15.0,12.2,12.2,6.7
"2013-01-16",12.2,10.6,0.6,1.7,10.0,3.3,8.3,8.9,11.1,0.6,27.8,18.9,2.8,3.9,16.1,12.8,17.8,11.1,13.9,6.1
"2013-01-17",18.9,11.1,3.9,3.3,16.1,2.8,13.9,15.6,17.2,4.4,23.9,23.9,6.1,6.1,22.8,20.6,22.8,15.0,17.8,3.9
"2013-01-18",18.3,9.4,0.6,1.7,17.2,2.8,15.0,17.2,16.7,4.4,13.9,26.1,1.7,3.9,23.3,17.8,22.8,16.7,17.8,3.3
"2013-01-19",20.6,12.2,7.2,11.1,21.7,8.3,16.7,19.4,20.0,11.7,17.8,26.1,10.6,11.1,23.9,20.0,24.4,15.6,17.8,1.1
"2013-01-20",22.2,18.3,8.9,7.2,22.2,7.2,17.8,20.6,20.6,5.6,22.8,26.7,11.7,13.9,23.3,21.1,23.3,16.7,17.8,3.3
"2013-01-21",22.8,16.1,5.0,4.9,15.6,7.2,18.9,12.8,21.7,5.6,20.6,25.0,0.0,2.2,26.1,22.2,24.4,13.3,18.3,2.2
"2013-01-22",22.8,6.7,11.1,9.3,18.9,11.7,19.4,19.4,21.7,7.8,17.2,26.7,2.8,2.8,27.2,22.2,26.7,13.9,16.7,3.3
"2013-01-23",23.9,8.3,10.6,6.0,23.9,8.3,21.1,23.9,23.9,5.0,17.2,23.9,6.7,5.6,27.2,23.9,22.8,12.8,15.0,7.2
"2013-01-24",25.6,10.6,6.7,6.0,26.1,5.6,21.7,28.3,26.1,5.0,22.8,18.9,5.6,2.8,18.3,25.6,20.6,13.3,12.2,7.2
"2013-01-25",26.7,2.8,5.6,4.9,14.4,6.1,17.2,9.4,26.1,2.8,23.3,19.4,4.4,4.4,25.0,25.6,18.3,17.2,17.8,10.6
"2013-01-26",21.1,8.3,2.8,2.7,11.7,8.3,19.4,12.2,25.6,0.6,24.4,17.8,2.8,1.7,17.8,22.8,16.7,13.3,14.4,8.3
"2013-01-27",26.7,7.2,1.7,1.1,24.4,2.2,18.9,23.9,25.0,2.8,20.0,15.0,1.1,2.2,20.6,26.7,14.4,12.2,12.2,5.6
"2013-01-28",25.6,10.0,9.4,10.0,26.1,7.8,18.9,25.0,27.2,11.7,25.0,15.6,2.2,3.3,15.6,24.4,15.0,13.3,13.3,6.1
"2013-01-29",29.4,22.2,16.7,18.3,26.7,13.9,10.6,26.1,25.0,17.8,26.1,14.4,9.4,12.2,14.4,30.0,15.0,13.3,13.3,8.3
"2013-01-30",15.6,25.0,17.2,16.7,14.4,16.1,10.0,12.2,16.1,18.3,29.4,18.3,15.0,20.0,17.2,16.1,20.0,16.1,18.9,8.9
"2013-01-31",20.6,10.6,3.9,1.1,21.1,2.2,13.3,20.0,19.4,1.1,15.0,22.2,16.1,16.7,20.6,20.0,20.6,16.7,18.9,9.4
"2013-02-01",22.2,5.6,7.2,7.7,16.1,6.1,17.8,14.4,21.1,8.9,17.8,22.8,0.6,0.0,22.8,22.2,22.8,17.8,19.4,11.7
"2013-02-02",25.0,8.9,5.0,3.2,20.6,5.6,20.0,18.9,24.4,2.2,18.3,23.3,1.7,1.1,24.4,23.9,23.3,13.3,13.9,6.1
"2013-02-03",22.2,13.3,4.4,3.8,21.7,10.6,17.2,20.6,22.2,3.9,18.9,21.7,1.1,0.6,20.6,22.2,21.7,13.3,13.9,8.9
"2013-02-04",24.4,10.0,3.3,1.0,22.8,6.1,18.3,23.9,22.2,2.8,17.8,16.7,1.1,0.0,24.4,23.9,16.7,12.2,13.9,10.6
"2013-02-05",26.1,18.9,1.1,0.0,20.6,2.2,19.4,18.3,26.1,2.2,21.7,13.9,0.0,1.7,24.4,27.2,14.4,12.8,12.8,10.0
"2013-02-06",24.4,18.3,0.6,,25.0,2.2,20.0,23.9,18.3,1.1,20.6,15.6,3.9,5.6,23.3,23.9,16.1,13.3,14.4,10.6
"2013-02-07",27.8,10.0,4.4,8.9,27.2,2.2,18.3,25.0,22.8,11.7,25.6,15.0,0.0,2.8,23.3,25.6,15.6,12.8,12.8,9.4
"2013-02-08",21.1,16.1,1.1,6.1,18.9,0.6,21.1,16.7,21.7,6.1,20.0,12.2,1.1,3.9,20.0,21.7,13.3,11.1,11.1,7.8
"2013-02-09",20.6,16.7,0.6,2.2,15.6,1.7,17.8,15.0,20.6,3.9,18.3,13.3,0.0,1.7,13.9,20.6,14.4,13.3,13.9,8.3
"2013-02-10",20.6,13.9,2.8,9.4,20.6,4.4,12.2,19.4,23.3,10.0,22.8,13.9,2.2,5.0,15.0,21.7,14.4,15.0,15.6,8.9
"2013-02-11",14.4,15.6,9.4,11.1,13.9,7.2,15.6,12.8,17.2,10.6,28.3,15.6,7.2,10.6,12.2,16.1,15.0,17.2,16.7,8.3
"2013-02-12",22.2,15.6,1.7,7.2,10.6,1.1,11.1,8.9,17.8,7.2,27.2,17.2,6.7,9.4,15.0,24.4,16.7,14.4,16.1,11.1
"2013-02-13",17.8,8.9,2.2,0.6,14.4,3.3,12.8,14.4,16.1,7.2,26.7,17.8,6.7,7.8,18.3,19.4,16.7,15.0,18.3,9.4
"2013-02-14",21.7,11.1,4.4,7.8,20.6,4.4,16.1,20.6,19.4,10.0,14.4,21.1,7.8,8.3,21.1,20.6,18.9,20.0,22.8,9.4
"2013-02-15",17.8,16.7,4.4,1.1,12.8,2.2,13.3,11.1,20.6,3.9,18.9,26.7,12.8,13.9,25.0,21.7,24.4,20.0,22.2,13.3
"2013-02-16",19.4,8.3,0.0,1.6,13.3,2.8,16.1,13.9,16.1,3.3,15.6,26.7,5.0,4.4,26.7,18.9,25.6,18.9,20.0,11.1
"2013-02-17",21.7,5.6,6.1,3.2,22.2,3.9,20.6,22.2,22.2,0.0,11.1,18.3,0.0,0.0,24.4,22.2,15.6,15.0,17.2,9.4
"2013-02-18",28.3,12.2,2.2,10.0,25.6,7.2,17.8,24.4,23.3,15.6,15.6,16.1,1.7,3.3,24.4,27.2,15.0,11.1,13.9,7.8
"2013-02-19",20.6,8.9,11.7,7.8,17.2,6.7,15.0,15.0,20.6,7.8,26.1,13.9,9.4,7.8,23.3,20.0,13.9,9.4,,10.6
"2013-02-20",17.2,12.8,8.3,6.0,12.2,5.0,16.1,10.6,15.6,2.8,20.0,15.0,3.3,3.3,14.4,20.6,13.9,12.8,14.4,7.8
"2013-02-21",26.1,14.4,3.3,2.7,20.6,3.3,10.6,19.4,23.9,0.6,21.1,16.1,1.1,2.8,14.4,26.7,15.0,13.9,14.4,6.7
"2013-02-22",14.4,7.8,0.0,4.4,10.0,1.1,12.8,8.3,18.3,2.2,26.7,17.2,3.3,3.9,17.2,20.0,16.7,15.6,16.7,7.8
"2013-02-23",22.2,6.1,1.7,3.9,13.3,1.1,14.4,12.8,21.1,2.2,28.3,15.6,5.6,8.9,18.9,23.3,16.7,13.3,13.9,10.0
"2013-02-24",23.9,18.9,0.6,1.7,22.2,1.7,17.2,20.6,21.1,5.0,23.9,18.3,8.3,9.4,16.1,21.1,18.9,15.6,16.7,8.9
"2013-02-25",18.9,6.7,5.0,6.7,16.1,3.9,11.7,15.0,24.4,6.7,18.9,19.4,7.2,8.3,17.8,18.3,20.6,14.4,16.1,10.6
"2013-02-26",20.0,7.2,5.0,6.1,15.0,1.7,18.3,13.9,17.8,5.0,26.1,18.9,6.7,8.3,20.6,18.9,17.8,17.2,18.3,8.9
"2013-02-27",18.3,13.9,2.2,6.1,14.4,2.2,12.8,13.3,20.6,5.0,20.0,22.8,8.3,11.7,20.0,19.4,21.1,17.8,20.0,10.0
"2013-02-28",17.2,10.6,2.2,2.8,15.6,3.3,13.9,14.4,15.0,2.8,20.0,24.4,10.6,8.3,22.2,17.8,22.8,15.6,18.9,11.7
"2013-03-01",21.1,8.9,3.3,0.6,13.3,1.1,17.2,12.8,18.3,0.6,15.0,27.2,7.2,7.8,26.7,22.8,26.7,21.7,21.1,15.0
"2013-03-02",17.2,7.8,0.6,1.0,13.3,1.1,21.1,12.8,13.9,1.1,12.2,27.8,4.4,5.6,29.4,20.0,26.7,17.2,21.7,13.9
"2013-03-03",23.9,8.3,2.2,0.0,22.8,1.1,27.2,22.2,20.6,1.7,8.3,17.8,4.4,4.4,25.0,25.0,21.7,15.0,17.8,11.1
"2013-03-04",30.6,12.8,0.6,4.4,31.1,3.3,26.1,30.6,26.7,3.3,17.2,17.8,5.6,5.6,25.0,30.6,17.2,13.3,15.6,13.3
"2013-03-05",20.0,13.9,1.1,3.9,18.3,1.7,17.8,13.3,20.6,2.8,25.0,16.1,9.4,9.4,27.2,20.6,15.6,13.3,15.0,9.4
"2013-03-06",17.8,10.0,0.6,2.2,16.7,6.1,24.4,15.0,20.6,0.0,18.3,15.6,5.6,5.0,27.8,18.3,16.7,12.8,14.4,7.2
"2013-03-07",23.9,13.3,3.3,3.9,22.8,3.3,25.6,21.7,20.6,1.7,17.8,16.7,3.3,8.9,27.2,23.3,16.7,12.8,15.0,12.2
"2013-03-08",20.0,14.4,5.0,6.1,18.3,7.2,22.2,16.7,22.2,5.6,20.0,14.4,5.6,7.2,20.0,20.6,13.3,12.8,15.0,11.7
"2013-03-09",23.3,17.2,5.0,12.8,21.7,6.7,15.6,22.2,23.9,12.2,19.4,16.1,12.8,16.7,14.4,25.0,15.0,16.1,17.8,12.8
"2013-03-10",19.4,19.4,8.9,20.6,16.1,17.8,13.3,15.6,20.6,19.4,23.9,17.8,10.0,15.0,21.7,20.6,20.0,18.9,20.0,7.8
"2013-03-11",20.0,21.1,10.0,15.6,16.1,14.4,18.9,15.6,16.7,14.4,25.0,19.4,12.2,15.6,24.4,22.2,20.0,17.8,21.1,10.6
"2013-03-12",25.6,21.1,5.6,3.3,20.6,3.3,22.2,18.9,22.8,6.7,20.0,15.6,13.9,15.0,28.3,26.1,21.7,19.4,21.1,12.8
"2013-03-13",24.4,15.0,2.8,1.1,21.7,1.1,24.4,20.6,23.3,0.0,21.1,18.3,11.1,10.6,31.7,24.4,18.3,23.9,23.3,11.7
"2013-03-14",26.1,12.2,1.1,5.0,25.6,5.6,26.7,25.6,23.9,6.1,16.7,16.7,5.0,6.1,35.0,25.6,18.9,16.1,21.1,11.7
"2013-03-15",27.2,20.0,4.4,10.0,28.3,4.4,29.4,27.8,26.7,10.0,22.8,18.3,8.3,11.1,33.3,27.2,18.3,17.8,20.6,14.4
"2013-03-16",29.4,26.1,6.1,10.0,28.3,0.0,29.4,28.3,27.2,8.3,26.7,16.7,5.0,8.3,31.1,28.9,16.1,16.7,21.1,10.6
"2013-03-17",28.9,25.0,0.0,2.8,22.8,0.0,26.7,22.2,27.8,3.3,25.6,16.1,3.3,6.1,30.6,30.0,16.7,16.7,18.9,8.9
"2013-03-18",32.2,7.8,2.2,10.0,21.7,2.2,25.0,20.0,32.2,5.6,27.2,17.2,1.7,5.6,30.0,35.0,16.7,15.6,18.3,11.7
"2013-03-19",28.3,19.4,1.7,3.9,21.1,13.9,25.6,18.9,25.6,5.6,26.7,16.7,6.1,11.7,28.9,28.3,18.3,17.8,21.7,12.8
"2013-03-20",22.2,13.3,0.6,2.2,21.1,1.1,21.7,18.3,24.4,0.6,17.8,18.3,7.2,10.0,29.4,23.3,18.9,16.7,20.0,11.1
"2013-03-21",24.4,8.9,3.3,0.5,22.2,0.0,26.7,21.7,23.3,1.1,20.0,19.4,4.4,4.4,30.0,23.9,18.3,15.0,17.2,10.0
"2013-03-22",29.4,11.7,1.7,5.6,20.0,4.4,26.1,18.3,28.9,6.7,18.9,20.0,5.0,6.1,28.9,30.0,18.3,17.2,19.4,9.4
"2013-03-23",24.4,11.7,3.9,8.3,12.8,5.0,23.3,11.7,23.3,10.0,21.1,20.0,7.8,10.0,26.7,27.8,17.8,18.3,19.4,10.0
"2013-03-24",16.1,6.7,3.9,2.8,12.2,3.3,17.2,11.1,18.9,2.8,29.4,21.1,8.3,8.9,27.2,20.6,18.9,16.1,20.6,12.2
"2013-03-25",15.0,10.0,4.4,1.1,13.3,3.9,16.1,11.7,16.7,1.1,19.4,20.6,4.4,3.9,28.9,16.7,19.4,13.3,15.6,16.7
"2013-03-26",17.8,9.4,4.4,5.6,15.0,7.2,22.2,14.4,17.8,3.9,12.8,17.8,11.7,11.1,31.7,18.9,18.3,16.1,18.3,16.7
"2013-03-27",21.7,12.2,6.1,7.8,22.2,9.4,26.1,21.1,20.6,5.6,15.6,19.4,11.7,11.1,30.6,20.6,18.3,17.8,19.4,13.3
"2013-03-28",23.9,14.4,6.7,10.0,22.2,11.1,27.2,21.7,22.2,9.4,19.4,18.9,10.6,9.4,31.1,21.1,20.6,19.4,22.8,16.1
"2013-03-29",26.7,17.2,10.0,12.2,25.6,12.2,28.3,25.0,23.9,13.3,22.8,18.3,12.8,12.2,31.7,25.6,18.9,23.3,25.6,18.3
"2013-03-30",29.4,18.3,11.1,13.9,25.6,12.8,28.3,26.1,26.1,15.0,25.0,17.8,15.0,15.0,31.1,29.4,20.0,17.8,22.2,20.0
"2013-03-31",25.0,21.7,15.6,13.3,25.0,15.6,27.8,22.8,29.4,16.1,26.7,20.0,12.2,15.0,32.2,27.2,21.7,18.3,21.1,20.6
"2013-04-01",30.0,23.3,14.4,7.8,27.2,6.7,28.9,26.1,27.2,7.8,28.3,17.8,16.7,18.9,29.4,30.0,18.9,18.3,20.0,17.2
"2013-04-02",23.9,19.4,5.0,6.7,22.2,5.0,27.8,21.1,23.3,7.2,24.4,18.9,6.1,7.8,29.4,26.7,18.9,15.6,20.0,13.9
"2013-04-03",13.9,16.1,7.8,7.8,13.3,5.6,22.8,12.2,18.9,8.9,25.6,20.0,7.8,9.4,31.1,15.0,18.9,20.0,26.1,16.7
"2013-04-04",16.1,11.1,5.0,11.7,11.1,12.2,26.1,10.0,13.3,13.9,25.6,17.8,11.7,10.6,33.9,21.7,19.4,17.8,20.0,14.4
"2013-04-05",22.2,18.9,15.6,13.3,21.1,9.4,30.0,20.6,21.7,15.0,18.3,19.4,17.8,18.3,32.2,22.2,18.3,17.8,18.9,13.9
"2013-04-06",27.8,20.6,7.2,15.0,25.6,10.6,28.3,24.4,23.9,21.7,20.6,19.4,11.1,11.7,31.7,26.7,19.4,16.7,19.4,12.2
"2013-04-07",28.9,21.7,20.6,23.3,23.9,15.0,28.9,22.2,26.7,23.3,25.0,19.4,12.8,17.8,32.2,30.0,18.3,16.7,19.4,8.3
"2013-04-08",25.0,26.1,13.3,21.7,24.4,18.3,30.0,23.9,27.2,23.3,27.2,18.9,22.8,25.6,28.9,25.0,17.2,17.2,18.9,13.3
"2013-04-09",30.0,28.3,17.2,27.2,28.3,8.9,21.1,26.7,27.8,27.2,28.3,22.8,27.8,28.9,23.9,32.2,20.0,20.0,23.3,12.2
"2013-04-10",23.3,28.9,9.4,27.8,23.3,6.7,19.4,17.8,28.3,27.8,27.2,23.3,23.3,31.7,24.4,23.9,22.2,26.7,27.8,15.0
"2013-04-11",18.9,27.8,5.0,18.9,16.7,4.4,22.8,16.7,20.6,18.9,30.0,22.2,15.6,23.3,28.3,21.7,17.8,18.3,21.1,12.2
"2013-04-12",27.2,27.8,6.1,14.4,25.6,7.2,26.7,24.4,26.1,7.8,31.7,18.3,8.3,10.0,31.7,27.2,18.9,17.2,23.3,7.8
"2013-04-13",25.6,24.4,6.7,10.0,26.7,6.1,27.8,25.0,26.1,11.1,27.8,16.7,14.4,16.7,32.8,25.6,15.6,16.1,19.4,10.6
"2013-04-14",30.0,24.4,8.3,18.3,28.3,7.2,28.3,28.9,28.3,22.2,22.2,17.2,13.9,17.2,32.8,31.1,15.0,15.6,19.4,12.8
"2013-04-15",31.1,22.8,18.3,20.6,31.7,20.6,29.4,31.1,28.9,21.1,28.9,17.8,15.0,16.1,31.7,32.2,16.1,13.9,15.6,13.9
"2013-04-16",29.4,26.1,20.6,25.0,31.7,16.7,30.6,30.6,27.8,18.3,27.2,18.3,17.2,22.8,28.3,30.0,15.6,16.7,19.4,13.9
"2013-04-17",28.9,28.9,11.1,19.4,30.6,13.3,28.3,29.4,25.0,23.3,25.6,21.1,21.7,22.8,23.9,26.7,20.0,19.4,20.6,15.0
"2013-04-18",24.4,26.7,8.9,28.9,25.0,26.7,18.9,24.4,25.0,25.0,28.9,25.0,15.0,18.9,24.4,24.4,26.1,22.8,24.4,11.7
"2013-04-19",20.6,27.2,17.8,22.2,18.3,17.2,20.0,17.2,19.4,9.4,31.7,26.1,21.7,25.6,27.8,22.2,25.0,22.2,27.2,13.3
"2013-04-20",22.2,18.3,5.6,9.4,22.8,5.0,27.2,21.1,20.6,8.9,16.7,25.6,15.6,15.6,32.2,23.9,25.0,22.8,26.1,13.9
"2013-04-21",25.6,18.3,8.3,11.7,22.8,7.2,28.3,21.1,24.4,12.8,22.2,21.7,12.8,12.8,33.9,27.2,18.3,25.6,28.9,12.2
"2013-04-22",28.9,17.8,11.1,19.4,26.7,15.0,31.7,26.1,26.1,19.4,17.8,18.9,12.8,12.8,34.4,28.9,18.9,28.3,30.6,16.1
"2013-04-23",26.1,20.6,18.9,21.7,20.6,21.1,31.1,20.0,26.1,18.9,21.1,20.0,11.7,10.6,33.9,26.1,19.4,24.4,27.2,17.8
"2013-04-24",18.3,24.4,15.6,17.2,17.8,13.3,23.9,15.6,21.7,13.3,28.3,17.2,20.6,22.2,32.2,17.8,17.8,20.0,20.6,21.1
"2013-04-25",21.7,21.7,11.1,13.3,23.9,11.1,29.4,22.8,24.4,12.8,29.4,21.1,18.9,18.3,30.0,21.1,21.1,18.3,20.6,21.7
"2013-04-26",26.7,22.2,11.7,16.1,26.7,13.9,28.9,26.1,27.2,16.7,26.1,21.1,19.4,18.9,33.3,25.6,21.1,16.1,20.6,20.6
"2013-04-27",27.2,17.8,20.6,21.1,24.4,19.4,29.4,23.3,27.8,16.7,26.7,18.9,21.7,20.6,36.1,28.3,20.0,16.1,22.8,13.9
"2013-04-28",29.4,15.0,18.9,17.8,28.3,12.8,30.0,27.2,27.8,16.1,27.8,19.4,20.6,21.7,37.8,28.3,20.0,21.7,26.7,15.0
"2013-04-29",28.3,22.8,17.8,18.3,31.1,18.3,32.8,30.0,28.9,20.0,28.3,21.1,13.9,15.0,38.9,29.4,18.9,26.7,31.1,13.9
"2013-04-30",28.3,23.3,23.9,23.9,28.9,22.2,33.9,27.8,29.4,26.1,28.9,19.4,20.0,21.7,38.3,28.3,18.3,21.1,26.7,12.8
"2013-05-01",30.6,18.3,30.0,26.1,28.3,26.1,31.7,26.7,29.4,27.2,24.4,21.7,20.6,20.6,34.4,30.0,20.6,25.6,29.4,18.3
"2013-05-02",23.3,17.8,28.9,23.3,20.6,25.0,18.3,20.6,26.1,24.4,21.7,25.6,22.2,23.3,33.9,23.9,26.7,31.7,33.3,20.6
"2013-05-03",21.1,20.0,11.1,24.4,20.0,23.3,20.0,18.9,20.6,22.8,21.1,32.2,18.9,18.3,33.3,21.1,27.8,29.4,32.2,21.7
"2013-05-04",29.4,17.8,11.1,21.1,23.9,20.0,29.4,22.8,27.2,19.4,21.1,22.8,20.6,21.7,35.6,26.7,18.9,28.9,30.6,25.0
"2013-05-05",25.0,16.1,17.8,21.7,21.7,21.1,28.9,21.1,22.8,15.0,25.0,20.6,17.8,18.3,33.9,27.2,18.3,21.1,21.7,28.9
"2013-05-06",24.4,21.7,16.7,18.9,26.1,21.7,28.9,25.0,26.1,19.4,22.2,20.6,20.6,21.1,30.6,24.4,18.9,21.1,21.1,30.6
"2013-05-07",29.4,21.1,16.7,21.7,30.0,23.3,28.9,28.9,30.6,22.8,25.6,20.6,23.3,21.7,29.4,28.9,20.0,21.7,22.8,20.6
"2013-05-08",29.4,24.4,21.1,22.2,31.1,25.0,27.8,28.9,29.4,25.6,27.2,20.6,17.2,22.8,28.9,29.4,21.1,16.1,19.4,19.4
"2013-05-09",26.1,27.8,21.1,26.7,23.9,25.6,27.8,23.3,26.1,26.1,29.4,20.6,20.0,22.8,31.1,27.2,19.4,16.7,19.4,22.8
"2013-05-10",30.0,28.3,21.1,22.8,28.9,23.3,26.1,27.2,25.6,20.6,30.6,21.1,26.1,28.3,33.9,28.9,21.1,15.6,20.0,26.1
"2013-05-11",27.8,27.2,10.6,16.1,28.3,15.0,24.4,27.2,30.0,17.8,31.7,22.8,21.1,26.1,35.6,28.3,22.8,20.6,28.3,27.2
"2013-05-12",27.8,23.9,15.6,12.2,26.7,10.0,26.1,25.6,27.8,13.9,28.9,22.8,21.1,19.4,37.2,27.2,25.6,20.6,25.6,21.7
"2013-05-13",28.9,20.6,13.3,13.9,31.1,12.8,28.3,31.7,27.2,17.2,25.6,28.9,14.4,13.9,39.4,28.9,29.4,18.3,25.0,18.9
