"Date","Austin","Charlotte","Chicago","Columbus","Dallas","Detroit","El Paso","Fort Worth","Houston","Indianapolis","Jacksonville","Los Angeles","New York","Philadelphia","Phoenix","San Antonio","San Diego","San Francisco","San Jose","Seattle"
"2011-05-17",31.1,15.0,10.6,9.4,27.8,12.2,30.0,27.8,28.3,12.2,26.1,17.8,15.6,20.6,28.3,32.2,18.3,13.9,16.7,17.8
"2011-05-18",31.7,19.4,12.8,15.6,30.6,17.8,30.6,30.6,26.7,15.0,26.7,17.8,19.4,21.1,25.0,31.7,19.4,17.2,20.0,18.9
"2011-05-19",27.2,24.4,14.4,17.8,28.3,18.9,28.3,27.8,31.1,22.2,28.9,18.9,23.9,24.4,26.1,28.3,19.4,20.0,24.4,20.0
"2011-05-20",32.8,26.1,20.0,23.9,30.0,22.8,26.1,29.4,33.9,26.1,32.8,19.4,17.8,19.4,31.1,32.8,20.0,17.8,21.7,21.1
"2011-05-21",32.2,30.0,21.1,26.7,30.0,24.4,29.4,31.1,31.7,26.7,35.0,18.9,25.6,27.2,34.4,32.8,20.6,16.7,21.7,12.2
"2011-05-22",33.9,32.8,23.9,29.4,32.8,28.3,32.8,33.3,33.3,27.8,36.1,19.4,14.4,19.4,35.0,35.0,18.9,16.1,20.6,15.6
"2011-05-23",34.4,30.6,31.1,27.2,31.7,27.2,32.8,30.6,33.3,27.8,35.6,18.3,19.4,26.7,33.3,32.8,18.3,17.8,21.1,17.2
"2011-05-24",35.0,32.2,27.8,24.4,33.9,22.2,31.1,32.8,34.4,27.2,34.4,18.9,27.2,30.0,32.2,36.1,21.1,16.7,20.6,18.3
"2011-05-25",37.8,32.8,14.4,28.3,33.9,16.7,32.2,32.8,35.0,29.4,33.9,20.0,28.9,29.4,36.1,37.8,21.7,16.7,18.9,13.3
"2011-05-26",33.3,32.8,15.0,23.9,28.3,22.2,36.7,27.2,36.7,21.7,33.9,19.4,25.6,32.8,37.8,34.4,21.1,17.8,20.0,16.1
"2011-05-27",37.8,26.1,8.9,20.0,35.6,13.3,37.2,35.6,36.1,16.1,32.2,20.6,28.3,30.6,38.3,37.8,23.3,17.2,20.6,14.4
"2011-05-28",37.8,29.4,13.9,25.6,36.1,21.1,37.2,36.7,35.0,22.2,32.8,19.4,28.9,30.0,38.3,37.2,19.4,17.8,20.0,16.7
"2011-05-29",36.1,31.1,18.3,31.7,35.0,26.1,37.2,34.4,34.4,31.1,31.1,19.4,27.8,31.1,31.7,36.1,18.9,18.3,20.6,15.0
"2011-05-30",35.6,32.8,23.3,32.8,34.4,31.7,34.4,33.9,35.0,32.2,30.0,20.6,30.0,33.9,29.4,36.7,22.2,16.7,18.9,16.1
"2011-05-31",36.1,35.0,32.8,33.3,33.9,32.2,36.1,33.3,35.6,32.2,31.1,18.9,31.7,34.4,37.8,36.7,22.2,15.6,18.3,16.1
"2011-06-01",36.1,35.0,31.1,29.4,35.0,27.8,37.2,34.4,36.7,30.0,33.9,18.3,32.2,35.6,34.4,35.0,20.0,16.7,18.9,15.0
"2011-06-02",36.7,33.9,28.3,25.6,35.6,20.6,38.9,35.6,37.8,26.7,31.1,20.0,26.7,28.9,35.0,36.1,21.1,17.2,20.0,16.1
"2011-06-03",36.7,31.1,20.0,27.2,36.7,22.2,36.7,36.7,35.6,28.9,33.9,22.2,24.4,26.7,36.1,35.6,20.0,16.1,19.4,20.0
"2011-06-04",37.2,32.2,31.1,33.9,35.6,33.9,36.7,35.6,36.7,35.0,32.2,18.9,23.9,26.1,38.9,35.6,20.0,18.9,17.2,25.6
"2011-06-05",36.7,33.9,32.8,30.0,37.8,28.3,36.7,37.2,40.6,27.2,35.0,21.1,21.1,24.4,40.6,37.2,22.2,18.9,20.6,21.7
"2011-06-06",39.4,31.7,25.6,31.7,37.2,29.4,37.8,37.2,40.6,30.0,36.1,20.0,27.2,28.3,35.6,38.3,22.2,16.1,21.7,22.2
"2011-06-07",36.7,32.2,35.0,32.8,36.1,33.3,37.8,37.2,35.0,32.8,31.7,21.7,30.6,31.7,35.6,36.7,20.6,19.4,22.8,17.8
"2011-06-08",36.7,34.4,36.1,34.4,35.0,35.0,37.8,35.0,35.0,33.3,31.1,19.4,34.4,36.1,36.1,36.1,20.6,19.4,23.9,16.7
"2011-06-09",36.1,35.0,35.6,31.1,35.0,30.0,36.1,35.0,35.0,31.1,31.7,18.3,35.0,37.2,36.7,35.6,19.4,20.6,24.4,20.6
"2011-06-10",36.7,33.3,23.9,28.9,35.0,17.2,35.6,35.0,34.4,32.8,31.1,18.9,30.6,32.2,37.8,36.1,20.6,17.2,22.8,18.3
"2011-06-11",37.2,33.3,18.3,28.3,35.6,25.6,36.7,36.1,35.6,28.3,31.7,18.3,22.2,28.3,38.3,36.1,19.4,15.6,20.0,18.9
"2011-06-12",37.2,32.8,15.6,22.2,36.7,20.0,38.9,36.7,36.7,23.3,35.6,20.0,23.3,27.2,39.4,36.7,19.4,18.9,23.3,21.1
"2011-06-13",37.8,32.2,17.8,23.3,38.3,25.0,38.9,38.9,37.2,25.0,36.1,20.0,22.8,23.9,38.3,36.7,21.7,18.3,23.3,20.0
"2011-06-14",38.3,28.9,22.2,22.8,37.8,23.3,38.9,38.3,37.2,26.7,35.6,19.4,22.2,25.0,41.1,37.8,21.1,24.4,29.4,17.2
"2011-06-15",39.4,29.4,23.3,22.2,37.2,23.3,39.4,37.8,37.8,23.9,36.7,21.1,28.3,28.9,43.3,38.3,20.6,21.7,30.0,18.3
"2011-06-16",38.9,28.9,21.7,25.6,38.3,25.0,39.4,38.3,37.2,29.4,35.6,19.4,28.9,27.2,40.6,38.9,19.4,20.0,25.6,21.1
"2011-06-17",40.0,31.7,26.7,28.9,39.4,26.1,38.3,39.4,37.8,30.0,34.4,20.0,24.4,28.3,40.6,40.0,20.6,21.7,25.0,21.7
"2011-06-18",40.6,32.8,22.8,26.1,39.4,28.3,39.4,40.6,37.8,27.2,33.9,20.6,28.3,30.6,41.1,40.0,21.1,20.6,26.7,14.4
"2011-06-19",39.4,29.4,25.6,24.4,39.4,26.1,40.0,38.9,37.2,26.1,35.6,19.4,28.3,30.0,37.8,39.4,20.0,26.1,30.0,17.2
"2011-06-20",37.8,34.4,27.2,22.8,37.8,25.6,35.6,36.1,36.1,25.6,36.7,20.6,27.2,26.1,39.4,37.2,21.1,32.2,35.6,21.1
"2011-06-21",38.3,35.6,27.8,32.2,35.6,28.3,36.7,35.6,36.7,30.6,36.1,21.1,27.8,29.4,42.8,37.2,22.8,30.0,35.6,25.6
"2011-06-22",32.2,31.7,33.3,27.2,32.8,28.9,38.9,32.8,28.9,28.3,35.6,20.6,26.7,33.3,44.4,31.7,22.2,20.0,27.8,19.4
"2011-06-23",35.0,28.3,25.0,25.6,35.6,23.3,40.6,36.1,33.3,23.3,36.1,21.7,21.7,31.1,43.9,33.3,19.4,18.9,26.1,18.9
"2011-06-24",36.7,33.9,22.2,22.2,35.0,21.7,41.7,35.6,33.9,21.7,32.2,21.1,21.1,31.1,43.3,34.4,20.0,21.1,26.1,19.4
"2011-06-25",36.1,31.1,20.6,25.6,35.6,25.6,41.7,35.6,35.6,26.7,33.9,21.1,26.7,28.9,43.9,35.0,21.7,18.3,23.9,20.0
"2011-06-26",36.1,32.2,25.0,23.9,36.7,26.1,42.2,37.2,36.1,23.3,35.0,21.7,26.1,27.8,44.4,36.7,22.2,20.6,26.1,22.2
"2011-06-27",37.8,33.9,25.6,27.2,37.2,27.2,42.2,38.3,36.1,28.3,32.8,22.8,27.8,27.2,46.1,36.1,22.2,18.3,22.8,20.6
"2011-06-28",36.7,35.6,28.9,28.3,37.2,26.7,38.9,37.8,36.7,26.7,30.6,22.2,28.3,28.9,43.9,35.6,21.1,16.7,20.6,23.3
"2011-06-29",36.1,32.2,27.8,27.2,37.2,26.1,38.9,37.8,37.2,28.3,33.3,21.1,27.8,29.4,44.4,34.4,22.8,17.8,21.1,19.4
"2011-06-30",37.2,32.2,23.9,30.6,37.2,28.3,38.9,37.8,37.8,29.4,32.2,23.3,27.8,29.4,40.6,36.1,23.9,20.6,26.7,19.4
"2011-07-01",35.6,32.8,31.7,32.2,36.7,31.1,37.8,36.7,37.2,28.3,31.7,25.0,28.3,30.6,44.4,35.0,25.0,26.7,31.1,22.2
"2011-07-02",37.2,34.4,31.7,30.0,37.8,36.1,36.1,37.8,38.9,32.2,31.7,22.8,30.0,31.7,47.8,35.6,25.0,21.1,30.6,27.8
"2011-07-03",37.8,33.9,35.0,32.8,38.3,33.9,36.1,38.3,36.7,31.7,31.7,21.7,23.3,32.2,44.4,36.7,22.8,28.9,33.9,22.2
"2011-07-04",37.2,33.9,27.2,30.0,38.3,28.3,37.2,38.3,36.1,29.4,33.9,23.9,30.0,32.2,40.0,35.6,25.0,20.6,29.4,25.6
"2011-07-05",37.2,32.2,30.6,31.7,37.8,32.2,37.8,38.3,37.2,31.1,35.0,25.0,30.6,33.3,40.6,36.1,26.7,25.6,33.3,27.2
"2011-07-06",37.8,31.7,32.8,32.8,38.9,32.8,37.2,38.3,36.1,32.2,33.9,25.6,31.7,33.9,39.4,36.1,26.7,21.1,31.7,28.9
"2011-07-07",36.7,32.2,28.9,31.7,38.3,27.2,37.8,39.4,36.1,31.1,32.8,24.4,33.3,35.0,41.7,36.1,28.3,20.6,27.8,19.4
"2011-07-08",37.8,31.7,25.6,28.9,41.1,29.4,38.9,41.7,36.1,31.1,28.9,23.3,29.4,30.0,43.3,36.7,25.0,22.2,30.0,21.7
"2011-07-09",36.1,32.2,29.4,31.1,38.3,30.6,38.9,37.8,36.1,31.7,33.3,22.2,31.1,32.2,43.3,36.7,23.9,18.9,25.0,23.3
"2011-07-10",38.3,32.8,32.2,32.2,37.8,32.8,38.3,37.8,36.1,32.2,33.3,23.3,30.0,32.2,41.1,36.7,21.7,20.6,25.6,24.4
"2011-07-11",38.3,33.3,34.4,33.3,37.8,29.4,37.2,37.8,36.1,35.6,33.9,23.9,32.8,33.9,37.8,37.8,21.7,17.2,21.7,23.9
"2011-07-12",38.3,35.6,32.8,32.8,38.3,32.2,34.4,38.3,35.6,33.9,33.9,22.8,33.9,34.4,39.4,37.8,23.9,18.3,22.2,21.1
"2011-07-13",37.8,35.6,29.4,27.8,40.0,27.8,35.6,40.0,37.2,30.0,35.0,22.2,30.0,31.1,40.0,37.2,21.7,16.1,23.3,22.8
"2011-07-14",38.3,31.1,23.9,27.2,39.4,26.1,33.3,40.0,37.8,29.4,34.4,22.2,28.9,31.1,39.4,38.3,21.1,17.2,21.1,16.7
"2011-07-15",38.9,25.6,27.8,29.4,40.6,29.4,37.8,40.0,35.6,31.7,28.3,22.8,30.6,30.6,39.4,38.3,22.2,17.8,22.2,24.4
"2011-07-16",35.6,26.7,29.4,30.6,38.9,31.1,38.3,38.3,34.4,31.7,26.1,22.2,32.2,31.1,41.7,35.6,22.8,21.1,23.9,23.3
"2011-07-17",37.2,30.0,31.1,31.1,38.3,33.9,36.7,37.8,36.7,34.4,31.1,22.2,32.8,32.2,43.9,36.7,22.8,19.4,22.2,17.2
"2011-07-18",37.2,32.2,37.2,33.9,38.9,35.6,37.2,38.3,34.4,34.4,31.1,23.9,35.0,34.4,44.4,37.8,23.9,23.9,26.7,23.3
"2011-07-19",37.2,34.4,35.6,33.3,37.8,32.2,38.9,37.8,30.0,35.6,33.3,24.4,34.4,35.6,42.8,37.8,23.9,20.6,26.7,21.1
"2011-07-20",37.8,36.1,29.4,34.4,37.8,35.6,39.4,37.8,34.4,36.7,35.6,21.1,31.7,32.2,42.8,37.2,22.8,26.7,32.8,23.3
"2011-07-21",37.8,36.1,38.9,35.0,38.9,37.8,38.3,38.3,36.1,37.8,35.6,21.1,36.1,36.7,42.2,37.2,22.2,23.3,28.9,21.1
"2011-07-22",38.3,36.7,37.8,35.6,38.3,35.0,37.8,37.8,35.6,36.1,35.0,21.1,40.0,39.4,41.1,37.8,22.2,23.9,28.3,22.2
"2011-07-23",38.9,36.7,31.1,34.4,39.4,33.3,35.6,39.4,37.2,35.6,35.0,22.2,37.8,38.3,41.1,38.3,22.2,22.2,26.7,26.1
"2011-07-24",38.9,36.7,30.0,32.8,40.6,32.2,34.4,40.6,37.8,33.3,35.0,20.0,32.8,36.7,39.4,37.8,23.9,22.2,26.1,28.3
"2011-07-25",39.4,36.1,31.7,31.1,41.7,31.7,35.6,40.6,37.2,33.3,34.4,23.9,26.7,30.6,36.7,37.8,25.0,18.9,23.9,17.2
"2011-07-26",38.9,34.4,28.9,30.6,38.9,30.0,37.2,39.4,37.8,34.4,32.8,24.4,32.2,33.3,40.6,37.8,21.7,21.1,26.1,21.1
"2011-07-27",38.9,36.7,27.2,31.7,40.6,27.8,36.7,40.6,37.2,34.4,32.8,24.4,28.9,31.1,40.6,38.3,21.7,22.8,28.9,22.2
"2011-07-28",38.9,36.1,29.4,33.9,38.3,31.7,37.2,38.9,35.6,36.1,32.2,23.3,30.6,31.1,42.2,37.8,22.2,21.1,27.8,25.6
"2011-07-29",37.2,37.8,28.9,33.9,38.3,31.7,31.7,37.8,32.2,35.0,34.4,21.7,28.9,35.6,41.7,37.8,23.3,21.1,26.7,24.4
"2011-07-30",37.8,38.3,30.0,31.7,37.8,31.1,35.0,37.2,35.0,33.3,35.6,21.1,32.8,34.4,43.3,36.1,22.8,22.8,26.1,26.1
"2011-07-31",38.3,32.8,31.1,32.8,40.0,33.9,34.4,40.0,36.7,34.4,35.0,22.8,32.8,34.4,43.9,37.2,24.4,21.7,25.6,21.7
"2011-08-01",40.6,34.4,33.9,31.7,41.7,33.3,36.7,41.1,37.8,35.0,32.8,23.3,34.4,35.6,41.1,38.9,25.0,20.6,23.9,25.0
"2011-08-02",41.1,35.6,33.3,31.1,42.8,30.0,38.9,42.8,37.8,35.6,33.9,23.3,32.8,32.8,45.0,39.4,26.1,19.4,25.6,25.0
"2011-08-03",40.6,36.7,35.0,30.0,43.9,28.9,38.3,43.3,38.3,32.8,36.1,22.8,31.1,28.9,43.9,38.9,25.0,23.3,26.7,26.1
"2011-08-04",40.6,36.1,28.9,30.0,42.8,27.2,37.8,42.2,38.3,32.8,37.2,22.2,28.9,28.3,41.7,39.4,23.3,17.8,23.3,27.2
"2011-08-05",40.0,28.3,28.3,31.7,41.7,29.4,38.3,39.4,38.3,32.2,37.2,21.7,30.0,28.9,42.8,39.4,22.8,21.7,27.2,18.9
"2011-08-06",39.4,33.3,28.9,31.1,41.1,29.4,37.8,40.6,38.3,32.2,34.4,21.1,29.4,30.6,42.2,38.3,22.8,22.8,27.2,22.8
"2011-08-07",38.9,35.0,29.4,31.1,40.6,30.6,39.4,40.0,38.3,34.4,36.1,21.1,31.7,32.2,42.2,38.3,22.8,17.8,22.8,23.3
"2011-08-08",40.0,36.1,32.2,29.4,40.6,28.3,40.0,41.1,38.9,32.8,35.0,22.2,32.2,33.3,40.0,39.4,21.1,18.9,25.0,21.1
"2011-08-09",39.4,33.3,27.8,28.3,41.7,28.3,38.9,41.7,38.9,31.7,35.0,22.8,28.3,28.3,40.6,38.9,20.6,20.6,27.8,21.1
"2011-08-10",39.4,33.9,27.2,26.1,40.6,25.0,37.8,40.0,38.9,27.2,35.0,22.8,30.0,30.0,41.1,37.8,21.1,22.2,27.8,21.7
"2011-08-11",39.4,31.7,26.1,25.0,36.1,26.7,35.6,36.7,38.9,28.3,36.7,22.2,27.8,28.9,39.4,39.4,21.7,20.0,26.1,23.3
"2011-08-12",38.9,31.1,27.2,27.2,39.4,26.7,35.6,39.4,38.3,28.9,36.7,22.2,28.9,28.9,38.3,38.3,21.7,20.0,25.6,24.4
"2011-08-13",36.1,30.0,28.3,30.0,32.8,27.8,34.4,30.6,38.3,32.2,35.6,21.7,29.4,29.4,39.4,37.2,21.1,21.7,27.8,21.1
"2011-08-14",38.9,29.4,29.4,23.9,37.8,21.7,31.1,37.2,37.8,25.6,33.9,21.1,22.2,23.9,42.8,37.2,22.8,21.7,27.8,21.7
"2011-08-15",39.4,29.4,24.4,26.7,40.6,27.8,34.4,40.6,37.8,27.8,35.0,22.8,25.0,27.8,42.2,38.3,21.7,21.7,28.3,23.3
"2011-08-16",39.4,30.6,27.8,28.3,40.0,28.3,36.1,40.6,38.9,28.3,33.9,22.2,25.6,27.8,41.7,37.8,21.7,20.6,26.7,25.6
"2011-08-17",38.3,32.2,28.9,28.9,40.6,28.3,36.1,40.0,39.4,31.1,32.8,21.1,30.0,31.1,43.3,37.8,22.8,19.4,25.6,25.0
"2011-08-18",40.0,30.6,29.4,30.6,41.7,29.4,36.7,41.7,40.0,32.8,32.2,22.2,28.3,30.6,44.4,38.9,22.8,18.9,26.1,22.8
"2011-08-19",40.6,32.8,27.8,29.4,41.7,28.9,33.9,42.2,40.0,31.1,32.8,22.2,28.9,30.6,41.1,38.9,21.1,20.0,25.0,25.6
"2011-08-20",40.6,31.7,28.9,30.0,41.7,29.4,35.6,42.2,38.9,31.1,33.3,23.9,29.4,30.0,41.7,38.9,21.7,20.0,26.1,29.4
"2011-08-21",38.9,32.8,26.1,28.9,39.4,26.1,36.7,38.9,39.4,31.1,33.9,22.8,28.9,31.1,42.2,37.8,21.7,20.0,23.9,30.6
"2011-08-22",39.4,32.8,27.2,25.6,41.1,24.4,37.8,40.0,38.3,29.4,35.6,21.7,25.0,26.7,45.0,38.3,22.8,19.4,25.0,21.7
"2011-08-23",39.4,30.0,27.2,28.3,40.6,27.2,38.9,41.1,38.9,31.7,32.8,21.1,26.1,26.7,45.6,37.8,23.3,29.4,33.9,25.0
"2011-08-24",39.4,32.2,23.9,32.2,41.7,31.1,37.8,41.7,38.9,35.6,32.2,22.8,26.7,28.3,45.6,38.3,23.3,21.7,28.9,28.9
"2011-08-25",33.9,32.8,33.9,27.2,40.0,25.0,37.2,40.0,35.0,30.0,32.8,25.6,25.6,27.2,45.0,33.9,25.0,20.6,26.1,27.8
"2011-08-26",38.9,32.2,26.1,27.2,40.6,25.0,37.2,40.0,40.0,31.1,35.6,27.8,28.3,30.6,47.2,37.2,26.7,20.6,27.8,28.9
"2011-08-27",42.2,33.3,27.8,27.8,42.2,29.4,37.2,41.1,42.8,30.6,37.2,26.1,25.6,25.6,44.4,41.1,26.7,20.6,26.7,28.9
"2011-08-28",43.3,32.8,26.1,26.1,41.7,25.6,37.8,42.2,41.7,27.2,36.1,24.4,23.9,25.0,41.7,43.3,27.2,20.0,27.8,26.7
"2011-08-29",42.2,31.7,24.4,25.0,38.9,26.7,38.3,38.9,41.7,28.9,36.1,23.3,25.0,26.1,44.4,41.7,25.0,20.0,25.6,21.1
"2011-08-30",40.0,30.6,25.6,26.7,40.6,26.7,39.4,40.6,38.9,28.9,34.4,21.7,27.8,28.3,45.0,38.3,22.8,21.7,26.7,20.6
"2011-08-31",38.9,32.2,24.4,28.3,40.0,27.2,38.3,40.0,38.3,35.0,32.8,22.2,29.4,29.4,44.4,37.8,22.2,21.1,26.7,20.6
"2011-09-01",37.8,33.3,31.7,33.9,38.3,33.9,36.7,37.8,38.9,37.2,31.7,21.1,28.3,28.3,44.4,37.2,23.3,21.7,28.9,22.8
"2011-09-02",38.9,35.6,35.6,36.1,38.9,37.2,37.2,37.8,38.9,37.2,31.1,19.4,25.6,25.0,38.9,38.3,22.8,23.3,31.7,21.7
"2011-09-03",38.9,31.7,33.3,35.6,37.8,35.6,38.3,36.7,35.6,37.8,32.8,19.4,28.3,28.3,42.8,39.4,22.2,19.4,25.6,27.8
"2011-09-04",38.9,31.7,29.4,23.9,35.6,25.0,30.6,35.6,31.7,28.3,30.6,20.6,30.0,30.6,43.3,38.9,23.3,18.9,23.3,28.3
"2011-09-05",32.8,28.3,23.3,18.9,30.0,17.8,29.4,28.9,35.0,20.0,34.4,26.7,27.2,28.9,41.1,33.3,23.9,18.3,24.4,27.8
"2011-09-06",33.3,30.0,18.3,21.1,31.7,18.3,33.3,30.6,34.4,20.6,28.3,28.9,23.9,18.9,41.7,35.0,36.1,22.8,30.0,28.9
"2011-09-07",35.0,22.8,20.0,17.8,32.8,16.1,35.0,32.2,34.4,17.8,28.9,28.3,20.0,29.4,42.2,35.6,30.6,30.0,33.9,28.3
"2011-09-08",34.4,26.7,21.1,20.0,32.2,18.9,30.0,31.1,35.0,17.2,30.0,28.3,26.1,23.9,42.8,35.6,30.0,18.3,25.6,29.4
"2011-09-09",35.6,28.9,23.9,23.9,31.7,25.0,32.8,31.7,36.7,19.4,30.0,22.2,28.9,28.9,37.8,36.1,20.0,20.0,28.3,29.4
"2011-09-10",36.7,29.4,22.8,25.0,33.9,23.9,31.7,33.3,36.7,23.3,31.7,23.9,26.7,29.4,38.3,36.1,21.1,23.3,30.0,28.9
"2011-09-11",38.3,31.1,26.1,26.7,36.1,25.6,32.2,36.1,37.2,26.7,33.9,22.8,21.7,26.7,37.2,37.2,23.3,22.8,26.7,29.4
"2011-09-12",38.9,30.6,28.9,26.7,39.4,28.3,35.6,40.0,38.3,31.1,33.9,22.8,26.7,27.8,38.9,38.3,23.3,20.6,25.0,20.0
"2011-09-13",38.9,31.7,30.6,28.9,41.7,27.2,34.4,41.7,38.9,33.3,33.9,22.2,27.8,29.4,37.2,37.8,22.2,21.1,27.2,17.8
"2011-09-14",38.3,32.2,23.3,22.2,34.4,21.1,30.0,36.1,37.8,22.2,32.2,21.1,29.4,31.1,34.4,37.2,21.7,18.9,23.3,19.4
"2011-09-15",35.6,31.1,15.0,16.7,26.1,16.1,28.3,25.0,36.1,18.3,34.4,22.8,24.4,25.0,36.7,35.0,22.2,20.0,25.0,18.3
"2011-09-16",32.2,18.9,15.6,17.2,33.3,16.1,30.0,33.3,33.9,19.4,33.3,19.4,18.3,18.9,37.8,31.7,18.9,18.9,25.6,17.8
"2011-09-17",33.3,17.8,16.1,20.0,33.3,18.3,31.1,33.3,32.8,23.3,25.6,21.7,18.3,20.6,36.1,31.1,21.1,22.2,26.1,16.7
"2011-09-18",35.0,20.6,20.0,22.8,34.4,20.0,31.7,35.0,30.6,22.8,26.7,21.1,20.0,21.1,38.3,33.9,22.2,27.2,31.1,18.3
"2011-09-19",34.4,21.7,18.9,18.9,31.1,19.4,32.8,30.6,31.1,20.6,25.6,19.4,20.0,21.7,40.0,34.4,21.7,31.1,33.9,20.6
"2011-09-20",35.0,24.4,21.1,23.3,32.2,21.7,34.4,31.7,33.9,25.0,29.4,20.6,20.0,21.1,40.6,34.4,21.7,30.0,34.4,25.0
"2011-09-21",35.6,23.9,23.9,23.3,33.9,24.4,34.4,33.9,34.4,27.8,31.1,20.6,22.8,25.6,41.7,34.4,21.7,25.6,33.9,24.4
"2011-09-22",35.6,26.1,22.2,23.9,27.2,22.2,31.1,25.6,35.0,21.7,30.6,22.2,26.7,26.7,41.1,35.0,21.7,23.9,30.0,24.4
"2011-09-23",32.8,27.2,17.8,17.2,28.3,15.0,32.8,28.3,33.3,20.6,32.2,23.3,22.8,24.4,42.2,33.3,22.2,25.6,31.7,26.7
"2011-09-24",36.1,28.3,17.8,18.9,35.0,19.4,33.9,36.1,35.0,20.6,32.8,20.0,24.4,23.9,41.7,35.0,21.7,20.6,23.9,23.9
"2011-09-25",40.0,26.1,16.7,24.4,33.9,22.8,34.4,33.3,36.1,15.0,32.8,21.1,26.7,27.8,38.9,38.3,21.1,21.1,22.2,19.4
"2011-09-26",39.4,28.9,18.3,20.0,32.8,21.7,33.9,31.7,36.1,20.6,32.2,21.7,26.7,26.7,37.8,37.8,22.2,22.8,25.6,16.1
"2011-09-27",36.1,30.0,17.2,18.9,34.4,20.6,33.9,33.3,36.1,19.4,32.8,23.3,25.0,28.9,38.3,36.1,21.7,27.8,28.3,18.3
"2011-09-28",37.8,28.3,16.7,17.2,35.6,17.8,33.3,35.0,36.1,18.9,32.8,21.1,23.3,26.1,37.2,36.1,21.7,32.2,35.6,18.3
"2011-09-29",37.2,28.3,18.9,21.7,37.8,17.8,33.9,37.8,35.6,25.6,31.7,21.7,22.8,25.6,38.3,35.0,21.7,25.0,26.1,25.0
"2011-09-30",32.8,27.2,18.9,12.8,28.9,13.3,28.3,27.8,32.8,16.7,31.7,20.0,24.4,25.6,40.0,32.2,25.0,22.2,24.4,18.3
"2011-10-01",31.1,17.8,15.0,10.0,28.9,12.2,29.4,27.8,30.0,15.6,25.0,25.0,19.4,18.9,36.1,31.1,24.4,22.8,25.0,15.0
"2011-10-02",31.1,18.3,,15.0,28.3,16.7,31.1,28.9,30.6,19.4,25.6,24.4,17.8,13.3,37.8,30.6,26.1,22.2,24.4,17.8
"2011-10-03",30.6,21.7,17.8,14.4,30.0,17.2,28.9,30.6,29.4,23.3,26.1,21.7,14.4,13.3,37.8,29.4,22.8,18.9,21.1,16.7
"2011-10-04",30.6,24.4,19.4,18.9,30.0,22.8,28.9,30.6,29.4,24.4,27.2,20.6,17.2,18.9,35.0,29.4,19.4,18.9,20.6,17.2
"2011-10-05",31.7,25.6,21.7,24.4,30.6,23.3,29.4,30.0,30.6,26.7,27.2,17.8,21.7,23.3,28.3,31.1,19.4,17.8,18.9,12.8
"2011-10-06",32.2,25.0,26.1,25.0,31.7,23.3,31.1,31.1,32.8,27.2,28.3,18.3,19.4,20.6,24.4,33.3,18.9,17.8,16.7,14.4
"2011-10-07",34.4,24.4,26.7,26.1,32.2,25.0,29.4,31.7,32.2,28.3,28.9,20.6,18.9,21.1,25.0,33.9,20.6,20.0,22.2,12.8
"2011-10-08",32.2,23.9,27.8,26.7,31.1,26.1,22.2,30.0,32.8,27.2,25.6,21.7,25.0,24.4,26.1,28.3,23.3,21.1,24.4,18.3
"2011-10-09",22.8,25.0,27.2,23.3,22.8,26.7,23.9,19.4,24.4,25.6,27.2,23.3,28.9,29.4,29.4,23.9,26.1,19.4,24.4,15.6
"2011-10-10",25.6,21.7,26.7,25.6,24.4,23.9,26.7,23.9,30.0,26.7,28.3,22.2,27.2,27.2,31.1,26.1,22.2,19.4,22.2,15.0
"2011-10-11",30.6,19.4,23.3,25.0,28.9,25.6,29.4,28.9,31.7,25.6,30.6,23.9,22.8,23.3,32.8,28.9,23.3,22.8,23.9,15.0
"2011-10-12",32.2,23.3,26.1,17.2,28.3,17.2,28.9,27.8,30.6,20.6,27.2,30.0,17.2,17.2,35.6,31.7,31.7,25.6,27.8,15.0
"2011-10-13",31.7,23.9,25.0,18.9,26.7,18.9,30.0,26.1,30.6,17.8,30.0,33.3,18.9,21.7,37.2,31.1,29.4,28.3,28.3,15.0
"2011-10-14",31.7,23.9,18.9,17.8,30.6,15.6,31.7,30.0,30.0,17.8,27.2,27.2,21.1,23.9,37.2,30.0,22.8,28.3,30.0,14.4
"2011-10-15",31.1,24.4,16.1,16.7,31.7,13.9,32.2,31.1,30.6,17.2,29.4,20.0,18.3,21.1,37.2,29.4,20.6,22.2,25.6,13.9
"2011-10-16",31.1,26.7,16.1,23.3,30.6,15.0,32.2,31.1,30.6,23.9,28.3,21.1,18.9,21.1,36.1,29.4,21.1,22.2,25.0,10.0
"2011-10-17",32.8,28.9,16.1,17.2,31.7,16.1,32.2,31.1,31.1,17.8,30.0,22.2,18.3,21.1,36.1,31.7,21.1,26.1,30.6,16.1
"2011-10-18",23.3,27.2,14.4,15.0,20.0,13.3,22.8,18.9,23.3,8.3,26.7,17.2,20.0,22.8,36.1,23.3,20.0,18.9,25.6,19.4
"2011-10-19",23.9,20.6,12.8,13.3,20.6,10.6,24.4,20.6,22.8,8.3,26.1,18.3,16.7,21.7,36.7,24.4,18.3,17.8,20.6,15.0
"2011-10-20",26.7,16.1,10.0,8.3,22.2,11.1,30.6,22.8,25.0,7.2,18.9,18.9,19.4,22.2,34.4,26.7,18.9,17.8,21.1,15.0
